region,period,total,year,month
"13 madrid, comunidad de",2023-07,3.04,2023,7
"13 madrid, comunidad de",2023-06,2.96,2023,6
"13 madrid, comunidad de",2023-05,3.09,2023,5
"13 madrid, comunidad de",2023-04,3.2,2023,4
"13 madrid, comunidad de",2023-03,3.16,2023,3
"13 madrid, comunidad de",2023-02,3.02,2023,2
"13 madrid, comunidad de",2023-01,3.3,2023,1
"13 madrid, comunidad de",2022-12,3.0,2022,12
"13 madrid, comunidad de",2022-11,3.06,2022,11
"13 madrid, comunidad de",2022-10,3.37,2022,10
"13 madrid, comunidad de",2022-09,3.29,2022,9
"13 madrid, comunidad de",2022-08,3.69,2022,8
"13 madrid, comunidad de",2022-07,3.59,2022,7
"13 madrid, comunidad de",2022-06,3.11,2022,6
"13 madrid, comunidad de",2022-05,3.28,2022,5
"13 madrid, comunidad de",2022-04,3.42,2022,4
"13 madrid, comunidad de",2022-03,3.22,2022,3
"13 madrid, comunidad de",2022-02,3.31,2022,2
"13 madrid, comunidad de",2022-01,4.0,2022,1
"13 madrid, comunidad de",2021-12,3.31,2021,12
"13 madrid, comunidad de",2021-11,3.28,2021,11
"13 madrid, comunidad de",2021-10,3.32,2021,10
"13 madrid, comunidad de",2021-09,3.74,2021,9
"13 madrid, comunidad de",2021-08,4.03,2021,8
"13 madrid, comunidad de",2021-07,3.78,2021,7
"13 madrid, comunidad de",2021-06,4.61,2021,6
"13 madrid, comunidad de",2021-05,4.57,2021,5
"13 madrid, comunidad de",2021-04,5.49,2021,4
"13 madrid, comunidad de",2021-03,5.65,2021,3
"13 madrid, comunidad de",2021-02,6.29,2021,2
"13 madrid, comunidad de",2021-01,5.44,2021,1
"13 madrid, comunidad de",2020-12,7.74,2020,12
"13 madrid, comunidad de",2020-11,7.73,2020,11
"13 madrid, comunidad de",2020-10,7.54,2020,10
"13 madrid, comunidad de",2020-09,5.73,2020,9
"13 madrid, comunidad de",2020-08,5.64,2020,8
"13 madrid, comunidad de",2020-07,5.63,2020,7
"13 madrid, comunidad de",2020-06,6.4,2020,6
"13 madrid, comunidad de",2020-05,7.21,2020,5
"13 madrid, comunidad de",2020-04,0.0,2020,4
"13 madrid, comunidad de",2020-03,5.88,2020,3
"13 madrid, comunidad de",2020-02,3.12,2020,2
"13 madrid, comunidad de",2020-01,3.45,2020,1
"13 madrid, comunidad de",2019-12,3.42,2019,12
"13 madrid, comunidad de",2019-11,3.3,2019,11
"13 madrid, comunidad de",2019-10,3.19,2019,10
"13 madrid, comunidad de",2019-09,3.2,2019,9
"13 madrid, comunidad de",2019-08,3.42,2019,8
"13 madrid, comunidad de",2019-07,3.28,2019,7
"13 madrid, comunidad de",2019-06,3.19,2019,6
"13 madrid, comunidad de",2019-05,3.3,2019,5
"13 madrid, comunidad de",2019-04,3.35,2019,4
"13 madrid, comunidad de",2019-03,3.47,2019,3
"13 madrid, comunidad de",2019-02,3.59,2019,2
"13 madrid, comunidad de",2019-01,4.08,2019,1
"13 madrid, comunidad de",2018-12,3.86,2018,12
"13 madrid, comunidad de",2018-11,3.49,2018,11
"13 madrid, comunidad de",2018-10,3.61,2018,10
"13 madrid, comunidad de",2018-09,3.44,2018,9
"13 madrid, comunidad de",2018-08,3.58,2018,8
"13 madrid, comunidad de",2018-07,3.54,2018,7
"13 madrid, comunidad de",2018-06,3.32,2018,6
"13 madrid, comunidad de",2018-05,3.43,2018,5
"13 madrid, comunidad de",2018-04,3.45,2018,4
"13 madrid, comunidad de",2018-03,3.47,2018,3
"13 madrid, comunidad de",2018-02,3.33,2018,2
"13 madrid, comunidad de",2018-01,3.92,2018,1
"13 madrid, comunidad de",2017-12,3.59,2017,12
"13 madrid, comunidad de",2017-11,3.52,2017,11
"13 madrid, comunidad de",2017-10,3.52,2017,10
"13 madrid, comunidad de",2017-09,3.4,2017,9
"13 madrid, comunidad de",2017-08,3.4,2017,8
"13 madrid, comunidad de",2017-07,3.61,2017,7
"13 madrid, comunidad de",2017-06,3.04,2017,6
"13 madrid, comunidad de",2017-05,3.29,2017,5
"13 madrid, comunidad de",2017-04,3.33,2017,4
"13 madrid, comunidad de",2017-03,3.36,2017,3
"13 madrid, comunidad de",2017-02,3.44,2017,2
"13 madrid, comunidad de",2017-01,3.88,2017,1
"13 madrid, comunidad de",2016-12,3.61,2016,12
"13 madrid, comunidad de",2016-11,3.72,2016,11
"13 madrid, comunidad de",2016-10,3.52,2016,10
"13 madrid, comunidad de",2016-09,3.48,2016,9
"13 madrid, comunidad de",2016-08,3.73,2016,8
"13 madrid, comunidad de",2016-07,3.72,2016,7
"13 madrid, comunidad de",2016-06,3.39,2016,6
"13 madrid, comunidad de",2016-05,3.54,2016,5
"13 madrid, comunidad de",2016-04,3.73,2016,4
"13 madrid, comunidad de",2016-03,3.6,2016,3
"13 madrid, comunidad de",2016-02,3.89,2016,2
"13 madrid, comunidad de",2016-01,4.11,2016,1
"13 madrid, comunidad de",2015-12,3.74,2015,12
"13 madrid, comunidad de",2015-11,3.67,2015,11
"13 madrid, comunidad de",2015-10,3.25,2015,10
"13 madrid, comunidad de",2015-09,3.46,2015,9
"13 madrid, comunidad de",2015-08,3.7,2015,8
"13 madrid, comunidad de",2015-07,3.74,2015,7
"13 madrid, comunidad de",2015-06,3.88,2015,6
"13 madrid, comunidad de",2015-05,3.79,2015,5
"13 madrid, comunidad de",2015-04,3.72,2015,4
"13 madrid, comunidad de",2015-03,4.16,2015,3
"13 madrid, comunidad de",2015-02,4.41,2015,2
"13 madrid, comunidad de",2015-01,4.32,2015,1
"13 madrid, comunidad de",2014-12,3.75,2014,12
"13 madrid, comunidad de",2014-11,4.27,2014,11
"13 madrid, comunidad de",2014-10,3.54,2014,10
"13 madrid, comunidad de",2014-09,3.64,2014,9
"13 madrid, comunidad de",2014-08,4.04,2014,8
"13 madrid, comunidad de",2014-07,3.92,2014,7
"13 madrid, comunidad de",2014-06,3.91,2014,6
"13 madrid, comunidad de",2014-05,3.72,2014,5
"13 madrid, comunidad de",2014-04,3.9,2014,4
"13 madrid, comunidad de",2014-03,4.11,2014,3
"13 madrid, comunidad de",2014-02,4.22,2014,2
"13 madrid, comunidad de",2014-01,4.46,2014,1
"14 murcia, regiã³n de",2025-02,5.69,2025,2
"14 murcia, regiã³n de",2025-01,5.08,2025,1
"14 murcia, regiã³n de",2024-12,5.81,2024,12
"14 murcia, regiã³n de",2024-11,5.66,2024,11
"14 murcia, regiã³n de",2024-10,5.42,2024,10
"14 murcia, regiã³n de",2024-09,4.75,2024,9
"14 murcia, regiã³n de",2024-08,6.57,2024,8
"14 murcia, regiã³n de",2024-07,6.86,2024,7
"14 murcia, regiã³n de",2024-06,4.7,2024,6
"14 murcia, regiã³n de",2024-05,4.04,2024,5
"14 murcia, regiã³n de",2024-04,4.79,2024,4
"14 murcia, regiã³n de",2024-03,5.39,2024,3
"14 murcia, regiã³n de",2024-02,5.95,2024,2
"14 murcia, regiã³n de",2024-01,5.74,2024,1
"14 murcia, regiã³n de",2023-12,4.89,2023,12
"14 murcia, regiã³n de",2023-11,8.06,2023,11
"14 murcia, regiã³n de",2023-10,5.31,2023,10
"14 murcia, regiã³n de",2023-09,5.77,2023,9
"14 murcia, regiã³n de",2023-08,6.63,2023,8
"14 murcia, regiã³n de",2023-07,6.56,2023,7
"14 murcia, regiã³n de",2023-06,5.43,2023,6
"14 murcia, regiã³n de",2023-05,6.2,2023,5
"14 murcia, regiã³n de",2023-04,4.12,2023,4
"14 murcia, regiã³n de",2023-03,5.7,2023,3
"14 murcia, regiã³n de",2023-02,5.52,2023,2
"14 murcia, regiã³n de",2023-01,6.25,2023,1
"14 murcia, regiã³n de",2022-12,4.37,2022,12
"14 murcia, regiã³n de",2022-11,6.38,2022,11
"14 murcia, regiã³n de",2022-10,4.91,2022,10
"14 murcia, regiã³n de",2022-09,5.05,2022,9
"14 murcia, regiã³n de",2022-08,6.18,2022,8
"14 murcia, regiã³n de",2022-07,5.75,2022,7
"14 murcia, regiã³n de",2022-06,4.49,2022,6
"14 murcia, regiã³n de",2022-05,3.9,2022,5
"14 murcia, regiã³n de",2022-04,3.45,2022,4
"14 murcia, regiã³n de",2022-03,5.99,2022,3
"14 murcia, regiã³n de",2022-02,4.97,2022,2
"14 murcia, regiã³n de",2022-01,5.3,2022,1
"14 murcia, regiã³n de",2021-12,4.87,2021,12
"14 murcia, regiã³n de",2021-11,10.67,2021,11
"14 murcia, regiã³n de",2021-10,6.04,2021,10
"14 murcia, regiã³n de",2021-09,5.88,2021,9
"14 murcia, regiã³n de",2021-08,7.26,2021,8
"14 murcia, regiã³n de",2021-07,6.81,2021,7
"14 murcia, regiã³n de",2021-06,5.64,2021,6
"14 murcia, regiã³n de",2021-05,4.06,2021,5
"14 murcia, regiã³n de",2021-04,4.71,2021,4
"14 murcia, regiã³n de",2021-03,5.97,2021,3
"14 murcia, regiã³n de",2021-02,5.73,2021,2
"14 murcia, regiã³n de",2021-01,7.95,2021,1
"14 murcia, regiã³n de",2020-12,6.29,2020,12
"14 murcia, regiã³n de",2020-11,8.09,2020,11
"14 murcia, regiã³n de",2020-10,6.0,2020,10
"14 murcia, regiã³n de",2020-09,6.53,2020,9
"14 murcia, regiã³n de",2020-08,7.12,2020,8
"14 murcia, regiã³n de",2020-07,7.81,2020,7
"14 murcia, regiã³n de",2020-06,4.79,2020,6
"14 murcia, regiã³n de",2020-05,5.24,2020,5
"14 murcia, regiã³n de",2020-04,0.0,2020,4
"14 murcia, regiã³n de",2020-03,17.61,2020,3
"14 murcia, regiã³n de",2020-02,6.48,2020,2
"14 murcia, regiã³n de",2020-01,7.39,2020,1
"14 murcia, regiã³n de",2019-12,5.65,2019,12
"14 murcia, regiã³n de",2019-11,8.37,2019,11
"14 murcia, regiã³n de",2019-10,6.4,2019,10
"14 murcia, regiã³n de",2019-09,6.65,2019,9
"14 murcia, regiã³n de",2019-08,8.57,2019,8
"14 murcia, regiã³n de",2019-07,7.69,2019,7
"14 murcia, regiã³n de",2019-06,6.75,2019,6
"14 murcia, regiã³n de",2019-05,5.73,2019,5
"14 murcia, regiã³n de",2019-04,5.41,2019,4
"14 murcia, regiã³n de",2019-03,7.22,2019,3
"14 murcia, regiã³n de",2019-02,7.39,2019,2
"14 murcia, regiã³n de",2019-01,9.54,2019,1
"14 murcia, regiã³n de",2018-12,6.36,2018,12
"14 murcia, regiã³n de",2018-11,10.07,2018,11
"14 murcia, regiã³n de",2018-10,6.51,2018,10
"14 murcia, regiã³n de",2018-09,6.98,2018,9
"14 murcia, regiã³n de",2018-08,8.47,2018,8
"14 murcia, regiã³n de",2018-07,7.74,2018,7
"14 murcia, regiã³n de",2018-06,6.12,2018,6
"14 murcia, regiã³n de",2018-05,5.54,2018,5
"14 murcia, regiã³n de",2018-04,5.81,2018,4
"14 murcia, regiã³n de",2018-03,7.34,2018,3
"14 murcia, regiã³n de",2018-02,6.62,2018,2
"14 murcia, regiã³n de",2018-01,8.42,2018,1
"14 murcia, regiã³n de",2017-12,5.45,2017,12
"14 murcia, regiã³n de",2017-11,8.22,2017,11
"14 murcia, regiã³n de",2017-10,6.58,2017,10
"14 murcia, regiã³n de",2017-09,5.75,2017,9
"14 murcia, regiã³n de",2017-08,8.18,2017,8
"14 murcia, regiã³n de",2017-07,7.79,2017,7
"14 murcia, regiã³n de",2017-06,5.63,2017,6
"14 murcia, regiã³n de",2017-05,6.03,2017,5
"14 murcia, regiã³n de",2017-04,5.15,2017,4
"14 murcia, regiã³n de",2017-03,7.65,2017,3
"14 murcia, regiã³n de",2017-02,6.77,2017,2
"14 murcia, regiã³n de",2017-01,7.11,2017,1
"14 murcia, regiã³n de",2016-12,6.52,2016,12
"14 murcia, regiã³n de",2016-11,8.36,2016,11
"14 murcia, regiã³n de",2016-10,6.98,2016,10
"14 murcia, regiã³n de",2016-09,6.47,2016,9
"14 murcia, regiã³n de",2016-08,8.45,2016,8
"14 murcia, regiã³n de",2016-07,7.67,2016,7
"14 murcia, regiã³n de",2016-06,6.69,2016,6
"14 murcia, regiã³n de",2016-05,5.51,2016,5
"14 murcia, regiã³n de",2016-04,5.83,2016,4
"14 murcia, regiã³n de",2016-03,9.13,2016,3
"14 murcia, regiã³n de",2016-02,8.05,2016,2
"14 murcia, regiã³n de",2016-01,12.52,2016,1
"14 murcia, regiã³n de",2015-12,7.73,2015,12
"14 murcia, regiã³n de",2015-11,9.76,2015,11
"14 murcia, regiã³n de",2015-10,5.88,2015,10
"14 murcia, regiã³n de",2015-09,7.56,2015,9
"14 murcia, regiã³n de",2015-08,8.48,2015,8
"14 murcia, regiã³n de",2015-07,9.22,2015,7
"14 murcia, regiã³n de",2015-06,7.07,2015,6
"14 murcia, regiã³n de",2015-05,5.43,2015,5
"14 murcia, regiã³n de",2015-04,6.28,2015,4
"14 murcia, regiã³n de",2015-03,8.02,2015,3
"14 murcia, regiã³n de",2015-02,6.59,2015,2
"14 murcia, regiã³n de",2015-01,6.88,2015,1
"14 murcia, regiã³n de",2014-12,6.1,2014,12
"14 murcia, regiã³n de",2014-11,7.28,2014,11
"14 murcia, regiã³n de",2014-10,7.57,2014,10
"14 murcia, regiã³n de",2014-09,6.72,2014,9
"14 murcia, regiã³n de",2014-08,8.45,2014,8
"14 murcia, regiã³n de",2014-07,8.7,2014,7
"14 murcia, regiã³n de",2014-06,6.37,2014,6
"14 murcia, regiã³n de",2014-05,5.67,2014,5
"14 murcia, regiã³n de",2014-04,6.48,2014,4
"14 murcia, regiã³n de",2014-03,10.21,2014,3
"14 murcia, regiã³n de",2014-02,9.16,2014,2
"14 murcia, regiã³n de",2014-01,11.7,2014,1
"15 navarra, comunidad foral de",2025-02,2.07,2025,2
"15 navarra, comunidad foral de",2025-01,1.67,2025,1
"15 navarra, comunidad foral de",2024-12,2.35,2024,12
"15 navarra, comunidad foral de",2024-11,3.06,2024,11
"15 navarra, comunidad foral de",2024-10,2.84,2024,10
"15 navarra, comunidad foral de",2024-09,3.43,2024,9
"15 navarra, comunidad foral de",2024-08,3.07,2024,8
"15 navarra, comunidad foral de",2024-07,2.7,2024,7
"15 navarra, comunidad foral de",2024-06,2.61,2024,6
"15 navarra, comunidad foral de",2024-05,2.55,2024,5
"15 navarra, comunidad foral de",2024-04,2.2,2024,4
"15 navarra, comunidad foral de",2024-03,2.07,2024,3
"15 navarra, comunidad foral de",2024-02,2.39,2024,2
"15 navarra, comunidad foral de",2024-01,1.91,2024,1
"15 navarra, comunidad foral de",2023-12,3.05,2023,12
"15 navarra, comunidad foral de",2023-11,3.09,2023,11
"15 navarra, comunidad foral de",2023-10,2.46,2023,10
"15 navarra, comunidad foral de",2023-09,2.55,2023,9
"15 navarra, comunidad foral de",2023-08,2.63,2023,8
"15 navarra, comunidad foral de",2023-07,3.12,2023,7
"15 navarra, comunidad foral de",2023-06,2.8,2023,6
"15 navarra, comunidad foral de",2023-05,2.71,2023,5
"15 navarra, comunidad foral de",2023-04,2.73,2023,4
"15 navarra, comunidad foral de",2023-03,2.96,2023,3
"15 navarra, comunidad foral de",2023-02,2.79,2023,2
"15 navarra, comunidad foral de",2023-01,2.74,2023,1
"15 navarra, comunidad foral de",2022-12,3.52,2022,12
"15 navarra, comunidad foral de",2022-11,3.27,2022,11
"15 navarra, comunidad foral de",2022-10,3.32,2022,10
"15 navarra, comunidad foral de",2022-09,3.12,2022,9
"15 navarra, comunidad foral de",2022-08,3.81,2022,8
"15 navarra, comunidad foral de",2022-07,3.72,2022,7
"15 navarra, comunidad foral de",2022-06,2.92,2022,6
"15 navarra, comunidad foral de",2022-05,3.86,2022,5
"15 navarra, comunidad foral de",2022-04,3.4,2022,4
"15 navarra, comunidad foral de",2022-03,3.3,2022,3
"15 navarra, comunidad foral de",2022-02,4.07,2022,2
"15 navarra, comunidad foral de",2022-01,3.58,2022,1
"15 navarra, comunidad foral de",2021-12,3.12,2021,12
"15 navarra, comunidad foral de",2021-11,4.13,2021,11
"15 navarra, comunidad foral de",2021-10,3.16,2021,10
"15 navarra, comunidad foral de",2021-09,3.39,2021,9
"15 navarra, comunidad foral de",2021-08,3.6,2021,8
"15 navarra, comunidad foral de",2021-07,3.38,2021,7
"15 navarra, comunidad foral de",2021-06,3.42,2021,6
"15 navarra, comunidad foral de",2021-05,4.23,2021,5
"15 navarra, comunidad foral de",2021-04,10.2,2021,4
"15 navarra, comunidad foral de",2021-03,10.97,2021,3
"15 navarra, comunidad foral de",2021-02,9.37,2021,2
"15 navarra, comunidad foral de",2021-01,8.35,2021,1
"15 navarra, comunidad foral de",2020-12,7.3,2020,12
"15 navarra, comunidad foral de",2020-11,6.94,2020,11
"15 navarra, comunidad foral de",2020-10,3.45,2020,10
"15 navarra, comunidad foral de",2020-09,4.1,2020,9
"15 navarra, comunidad foral de",2020-08,3.26,2020,8
"15 navarra, comunidad foral de",2020-07,2.98,2020,7
"15 navarra, comunidad foral de",2020-06,2.64,2020,6
"15 navarra, comunidad foral de",2020-05,6.89,2020,5
"15 navarra, comunidad foral de",2020-04,0.0,2020,4
"15 navarra, comunidad foral de",2020-03,3.31,2020,3
"15 navarra, comunidad foral de",2020-02,3.11,2020,2
"15 navarra, comunidad foral de",2020-01,3.26,2020,1
"15 navarra, comunidad foral de",2019-12,2.42,2019,12
"15 navarra, comunidad foral de",2019-11,3.01,2019,11
"15 navarra, comunidad foral de",2019-10,2.46,2019,10
"15 navarra, comunidad foral de",2019-09,2.7,2019,9
"15 navarra, comunidad foral de",2019-08,3.5,2019,8
"15 navarra, comunidad foral de",2019-07,2.46,2019,7
"15 navarra, comunidad foral de",2019-06,2.57,2019,6
"15 navarra, comunidad foral de",2019-05,2.5,2019,5
"15 navarra, comunidad foral de",2019-04,2.64,2019,4
"15 navarra, comunidad foral de",2019-03,2.75,2019,3
"15 navarra, comunidad foral de",2019-02,3.17,2019,2
"15 navarra, comunidad foral de",2019-01,4.08,2019,1
"15 navarra, comunidad foral de",2018-12,3.39,2018,12
"15 navarra, comunidad foral de",2018-11,3.61,2018,11
"15 navarra, comunidad foral de",2018-10,3.01,2018,10
"15 navarra, comunidad foral de",2018-09,3.06,2018,9
"15 navarra, comunidad foral de",2018-08,3.82,2018,8
"15 navarra, comunidad foral de",2018-07,3.4,2018,7
"15 navarra, comunidad foral de",2018-06,2.67,2018,6
"15 navarra, comunidad foral de",2018-05,2.58,2018,5
"15 navarra, comunidad foral de",2018-04,2.94,2018,4
"15 navarra, comunidad foral de",2018-03,3.54,2018,3
"15 navarra, comunidad foral de",2018-02,4.88,2018,2
"15 navarra, comunidad foral de",2018-01,5.26,2018,1
"15 navarra, comunidad foral de",2017-12,3.21,2017,12
"15 navarra, comunidad foral de",2017-11,3.35,2017,11
"15 navarra, comunidad foral de",2017-10,2.36,2017,10
"15 navarra, comunidad foral de",2017-09,2.11,2017,9
"15 navarra, comunidad foral de",2017-08,3.4,2017,8
"15 navarra, comunidad foral de",2017-07,2.88,2017,7
"15 navarra, comunidad foral de",2017-06,2.41,2017,6
"15 navarra, comunidad foral de",2017-05,2.37,2017,5
"15 navarra, comunidad foral de",2017-04,3.33,2017,4
"15 navarra, comunidad foral de",2017-03,3.73,2017,3
"15 navarra, comunidad foral de",2017-02,3.82,2017,2
"15 navarra, comunidad foral de",2017-01,4.99,2017,1
"15 navarra, comunidad foral de",2016-12,3.47,2016,12
"15 navarra, comunidad foral de",2016-11,3.66,2016,11
"15 navarra, comunidad foral de",2016-10,2.78,2016,10
"15 navarra, comunidad foral de",2016-09,2.29,2016,9
"15 navarra, comunidad foral de",2016-08,3.41,2016,8
"15 navarra, comunidad foral de",2016-07,2.92,2016,7
"15 navarra, comunidad foral de",2016-06,2.48,2016,6
"15 navarra, comunidad foral de",2016-05,2.16,2016,5
"15 navarra, comunidad foral de",2016-04,2.19,2016,4
"15 navarra, comunidad foral de",2016-03,3.35,2016,3
"15 navarra, comunidad foral de",2016-02,3.34,2016,2
"15 navarra, comunidad foral de",2016-01,3.98,2016,1
"15 navarra, comunidad foral de",2015-12,3.34,2015,12
"15 navarra, comunidad foral de",2015-11,3.19,2015,11
"15 navarra, comunidad foral de",2015-10,2.42,2015,10
"15 navarra, comunidad foral de",2015-09,2.03,2015,9
"15 navarra, comunidad foral de",2015-08,3.65,2015,8
"15 navarra, comunidad foral de",2015-07,2.6,2015,7
"15 navarra, comunidad foral de",2015-06,2.0,2015,6
"15 navarra, comunidad foral de",2015-05,2.02,2015,5
"15 navarra, comunidad foral de",2015-04,2.39,2015,4
"15 navarra, comunidad foral de",2015-03,3.54,2015,3
"15 navarra, comunidad foral de",2015-02,3.11,2015,2
"15 navarra, comunidad foral de",2015-01,4.88,2015,1
"15 navarra, comunidad foral de",2014-12,2.9,2014,12
"15 navarra, comunidad foral de",2014-11,3.41,2014,11
"15 navarra, comunidad foral de",2014-10,2.16,2014,10
"15 navarra, comunidad foral de",2014-09,2.01,2014,9
"15 navarra, comunidad foral de",2014-08,3.57,2014,8
"15 navarra, comunidad foral de",2014-07,3.27,2014,7
"15 navarra, comunidad foral de",2014-06,3.26,2014,6
"15 navarra, comunidad foral de",2014-05,2.98,2014,5
"15 navarra, comunidad foral de",2014-04,3.86,2014,4
"15 navarra, comunidad foral de",2014-03,3.68,2014,3
"15 navarra, comunidad foral de",2014-02,3.55,2014,2
"15 navarra, comunidad foral de",2014-01,4.13,2014,1
16 paã­s vasco,2025-02,3.46,2025,2
16 paã­s vasco,2025-01,3.2,2025,1
16 paã­s vasco,2024-12,3.32,2024,12
16 paã­s vasco,2024-11,3.36,2024,11
16 paã­s vasco,2024-10,3.45,2024,10
16 paã­s vasco,2024-09,3.51,2024,9
16 paã­s vasco,2024-08,3.25,2024,8
16 paã­s vasco,2024-07,3.19,2024,7
16 paã­s vasco,2024-06,3.32,2024,6
16 paã­s vasco,2024-05,3.25,2024,5
16 paã­s vasco,2024-04,3.29,2024,4
16 paã­s vasco,2024-03,3.32,2024,3
16 paã­s vasco,2024-02,3.71,2024,2
16 paã­s vasco,2024-01,4.46,2024,1
16 paã­s vasco,2023-12,3.81,2023,12
16 paã­s vasco,2023-11,4.06,2023,11
16 paã­s vasco,2023-10,3.74,2023,10
16 paã­s vasco,2023-09,3.54,2023,9
16 paã­s vasco,2023-08,3.81,2023,8
16 paã­s vasco,2023-07,3.71,2023,7
16 paã­s vasco,2023-06,3.29,2023,6
16 paã­s vasco,2023-05,3.8,2023,5
16 paã­s vasco,2023-04,3.56,2023,4
16 paã­s vasco,2023-03,3.71,2023,3
16 paã­s vasco,2023-02,4.01,2023,2
16 paã­s vasco,2023-01,4.88,2023,1
16 paã­s vasco,2022-12,4.34,2022,12
16 paã­s vasco,2022-11,4.15,2022,11
16 paã­s vasco,2022-10,3.8,2022,10
16 paã­s vasco,2022-09,3.6,2022,9
16 paã­s vasco,2022-08,3.7,2022,8
16 paã­s vasco,2022-07,3.58,2022,7
16 paã­s vasco,2022-06,3.58,2022,6
16 paã­s vasco,2022-05,3.57,2022,5
16 paã­s vasco,2022-04,3.45,2022,4
16 paã­s vasco,2022-03,4.35,2022,3
16 paã­s vasco,2022-02,4.44,2022,2
16 paã­s vasco,2022-01,5.44,2022,1
16 paã­s vasco,2021-12,4.28,2021,12
16 paã­s vasco,2021-11,4.74,2021,11
16 paã­s vasco,2021-10,3.91,2021,10
16 paã­s vasco,2021-09,3.87,2021,9
16 paã­s vasco,2021-08,3.88,2021,8
16 paã­s vasco,2021-07,4.01,2021,7
16 paã­s vasco,2021-06,4.35,2021,6
16 paã­s vasco,2021-05,4.31,2021,5
16 paã­s vasco,2021-04,4.25,2021,4
16 paã­s vasco,2021-03,4.69,2021,3
16 paã­s vasco,2021-02,7.59,2021,2
16 paã­s vasco,2021-01,6.54,2021,1
16 paã­s vasco,2020-12,6.45,2020,12
16 paã­s vasco,2020-11,9.88,2020,11
16 paã­s vasco,2020-10,4.68,2020,10
16 paã­s vasco,2020-09,4.76,2020,9
16 paã­s vasco,2020-08,4.26,2020,8
16 paã­s vasco,2020-07,4.17,2020,7
16 paã­s vasco,2020-06,5.47,2020,6
16 paã­s vasco,2020-05,10.45,2020,5
16 paã­s vasco,2020-04,0.0,2020,4
16 paã­s vasco,2020-03,7.61,2020,3
16 paã­s vasco,2020-02,4.33,2020,2
16 paã­s vasco,2020-01,6.12,2020,1
16 paã­s vasco,2019-12,4.23,2019,12
16 paã­s vasco,2019-11,4.6,2019,11
16 paã­s vasco,2019-10,3.8,2019,10
16 paã­s vasco,2019-09,4.34,2019,9
16 paã­s vasco,2019-08,4.33,2019,8
16 paã­s vasco,2019-07,4.44,2019,7
16 paã­s vasco,2019-06,4.13,2019,6
16 paã­s vasco,2019-05,4.08,2019,5
16 paã­s vasco,2019-04,4.03,2019,4
16 paã­s vasco,2019-03,4.17,2019,3
16 paã­s vasco,2019-02,5.03,2019,2
16 paã­s vasco,2019-01,5.48,2019,1
16 paã­s vasco,2018-12,4.16,2018,12
16 paã­s vasco,2018-11,4.49,2018,11
16 paã­s vasco,2018-10,4.11,2018,10
16 paã­s vasco,2018-09,4.1,2018,9
16 paã­s vasco,2018-08,4.34,2018,8
16 paã­s vasco,2018-07,4.01,2018,7
16 paã­s vasco,2018-06,3.39,2018,6
16 paã­s vasco,2018-05,3.65,2018,5
16 paã­s vasco,2018-04,3.73,2018,4
16 paã­s vasco,2018-03,3.78,2018,3
16 paã­s vasco,2018-02,4.05,2018,2
16 paã­s vasco,2018-01,4.93,2018,1
16 paã­s vasco,2017-12,3.55,2017,12
16 paã­s vasco,2017-11,3.45,2017,11
