total,year,month,source,region,period
0.0,2025,1,average_occupancy,total national,2025-01
0.0,2024,12,average_occupancy,total national,2024-12
0.0,2024,11,average_occupancy,total national,2024-11
0.0,2024,10,average_occupancy,total national,2024-10
0.0,2024,9,average_occupancy,total national,2024-09
0.0,2024,8,average_occupancy,total national,2024-08
0.0,2024,7,average_occupancy,total national,2024-07
0.0,2024,6,average_occupancy,total national,2024-06
0.0,2024,5,average_occupancy,total national,2024-05
0.0,2024,4,average_occupancy,total national,2024-04
0.0,2024,3,average_occupancy,total national,2024-03
0.0,2024,2,average_occupancy,total national,2024-02
0.0,2024,1,average_occupancy,total national,2024-01
0.0,2023,12,average_occupancy,total national,2023-12
0.0,2023,11,average_occupancy,total national,2023-11
0.0,2023,10,average_occupancy,total national,2023-10
0.0,2023,9,average_occupancy,total national,2023-09
0.0,2023,8,average_occupancy,total national,2023-08
0.0,2023,7,average_occupancy,total national,2023-07
0.0,2023,6,average_occupancy,total national,2023-06
0.0,2023,5,average_occupancy,total national,2023-05
0.0,2023,4,average_occupancy,total national,2023-04
0.0,2023,3,average_occupancy,total national,2023-03
0.0,2023,2,average_occupancy,total national,2023-02
0.0,2023,1,average_occupancy,total national,2023-01
0.0,2022,12,average_occupancy,total national,2022-12
0.0,2022,11,average_occupancy,total national,2022-11
0.0,2022,10,average_occupancy,total national,2022-10
0.0,2022,9,average_occupancy,total national,2022-09
0.0,2022,8,average_occupancy,total national,2022-08
0.0,2022,7,average_occupancy,total national,2022-07
0.0,2022,6,average_occupancy,total national,2022-06
0.0,2022,5,average_occupancy,total national,2022-05
0.0,2022,4,average_occupancy,total national,2022-04
0.0,2022,3,average_occupancy,total national,2022-03
0.0,2022,2,average_occupancy,total national,2022-02
0.0,2022,1,average_occupancy,total national,2022-01
0.0,2025,2,average_occupancy,total national,2025-02
0.0,2025,1,average_occupancy,total national,2025-01
0.0,2024,12,average_occupancy,total national,2024-12
0.0,2024,11,average_occupancy,total national,2024-11
0.0,2024,10,average_occupancy,total national,2024-10
0.0,2024,9,average_occupancy,total national,2024-09
0.0,2024,8,average_occupancy,total national,2024-08
0.0,2024,7,average_occupancy,total national,2024-07
0.0,2024,6,average_occupancy,total national,2024-06
0.0,2024,5,average_occupancy,total national,2024-05
0.0,2024,4,average_occupancy,total national,2024-04
0.0,2024,3,average_occupancy,total national,2024-03
0.0,2024,2,average_occupancy,total national,2024-02
0.0,2024,1,average_occupancy,total national,2024-01
0.0,2023,12,average_occupancy,total national,2023-12
0.0,2023,11,average_occupancy,total national,2023-11
0.0,2023,10,average_occupancy,total national,2023-10
0.0,2023,9,average_occupancy,total national,2023-09
0.0,2023,8,average_occupancy,total national,2023-08
0.0,2023,7,average_occupancy,total national,2023-07
0.0,2023,6,average_occupancy,total national,2023-06
0.0,2023,5,average_occupancy,total national,2023-05
0.0,2023,4,average_occupancy,total national,2023-04
0.0,2023,3,average_occupancy,total national,2023-03
0.0,2023,2,average_occupancy,total national,2023-02
0.0,2023,1,average_occupancy,total national,2023-01
0.0,2022,12,average_occupancy,total national,2022-12
0.0,2022,11,average_occupancy,total national,2022-11
0.0,2022,10,average_occupancy,total national,2022-10
0.0,2022,9,average_occupancy,total national,2022-09
0.0,2022,8,average_occupancy,total national,2022-08
0.0,2022,7,average_occupancy,total national,2022-07
0.0,2022,6,average_occupancy,total national,2022-06
0.0,2022,5,average_occupancy,total national,2022-05
0.0,2022,4,average_occupancy,total national,2022-04
0.0,2022,3,average_occupancy,total national,2022-03
0.0,2022,2,average_occupancy,total national,2022-02
0.0,2022,1,average_occupancy,total national,2022-01
246112.0,2025,2,total_accommodations,total national,2025-02
199661.0,2025,1,total_accommodations,total national,2025-01
240130.0,2024,12,total_accommodations,total national,2024-12
257872.0,2024,11,total_accommodations,total national,2024-11
588775.0,2024,10,total_accommodations,total national,2024-10
1079320.0,2024,9,total_accommodations,total national,2024-09
2191697.0,2024,8,total_accommodations,total national,2024-08
1893246.0,2024,7,total_accommodations,total national,2024-07
1270158.0,2024,6,total_accommodations,total national,2024-06
981021.0,2024,5,total_accommodations,total national,2024-05
675476.0,2024,4,total_accommodations,total national,2024-04
638004.0,2024,3,total_accommodations,total national,2024-03
240985.0,2024,2,total_accommodations,total national,2024-02
191660.0,2024,1,total_accommodations,total national,2024-01
241424.0,2023,12,total_accommodations,total national,2023-12
247494.0,2023,11,total_accommodations,total national,2023-11
606747.0,2023,10,total_accommodations,total national,2023-10
1056921.0,2023,9,total_accommodations,total national,2023-09
2193173.0,2023,8,total_accommodations,total national,2023-08
1876968.0,2023,7,total_accommodations,total national,2023-07
1244721.0,2023,6,total_accommodations,total national,2023-06
784273.0,2023,5,total_accommodations,total national,2023-05
996635.0,2023,4,total_accommodations,total national,2023-04
360972.0,2023,3,total_accommodations,total national,2023-03
220493.0,2023,2,total_accommodations,total national,2023-02
186516.0,2023,1,total_accommodations,total national,2023-01
214331.0,2022,12,total_accommodations,total national,2022-12
221087.0,2022,11,total_accommodations,total national,2022-11
566305.0,2022,10,total_accommodations,total national,2022-10
978753.0,2022,9,total_accommodations,total national,2022-09
2108741.0,2022,8,total_accommodations,total national,2022-08
1849693.0,2022,7,total_accommodations,total national,2022-07
1240074.0,2022,6,total_accommodations,total national,2022-06
784790.0,2022,5,total_accommodations,total national,2022-05
804711.0,2022,4,total_accommodations,total national,2022-04
267576.0,2022,3,total_accommodations,total national,2022-03
226749.0,2022,2,total_accommodations,total national,2022-02
177207.0,2022,1,total_accommodations,total national,2022-01
132579.0,2025,2,total_accommodations,total national,2025-02
87279.0,2025,1,total_accommodations,total national,2025-01
150046.0,2024,12,total_accommodations,total national,2024-12
147700.0,2024,11,total_accommodations,total national,2024-11
287182.0,2024,10,total_accommodations,total national,2024-10
590963.0,2024,9,total_accommodations,total national,2024-09
1487318.0,2024,8,total_accommodations,total national,2024-08
1218576.0,2024,7,total_accommodations,total national,2024-07
895725.0,2024,6,total_accommodations,total national,2024-06
537874.0,2024,5,total_accommodations,total national,2024-05
353993.0,2024,4,total_accommodations,total national,2024-04
431318.0,2024,3,total_accommodations,total national,2024-03
126568.0,2024,2,total_accommodations,total national,2024-02
84826.0,2024,1,total_accommodations,total national,2024-01
152782.0,2023,12,total_accommodations,total national,2023-12
140260.0,2023,11,total_accommodations,total national,2023-11
363346.0,2023,10,total_accommodations,total national,2023-10
628127.0,2023,9,total_accommodations,total national,2023-09
1533219.0,2023,8,total_accommodations,total national,2023-08
1247663.0,2023,7,total_accommodations,total national,2023-07
900490.0,2023,6,total_accommodations,total national,2023-06
418016.0,2023,5,total_accommodations,total national,2023-05
699263.0,2023,4,total_accommodations,total national,2023-04
215580.0,2023,3,total_accommodations,total national,2023-03
121606.0,2023,2,total_accommodations,total national,2023-02
87790.0,2023,1,total_accommodations,total national,2023-01
142136.0,2022,12,total_accommodations,total national,2022-12
130736.0,2022,11,total_accommodations,total national,2022-11
353327.0,2022,10,total_accommodations,total national,2022-10
618522.0,2022,9,total_accommodations,total national,2022-09
1479655.0,2022,8,total_accommodations,total national,2022-08
1251897.0,2022,7,total_accommodations,total national,2022-07
911457.0,2022,6,total_accommodations,total national,2022-06
504763.0,2022,5,total_accommodations,total national,2022-05
585748.0,2022,4,total_accommodations,total national,2022-04
151912.0,2022,3,total_accommodations,total national,2022-03
141025.0,2022,2,total_accommodations,total national,2022-02
99283.0,2022,1,total_accommodations,total national,2022-01
113534.0,2025,2,total_accommodations,total national,2025-02
112382.0,2025,1,total_accommodations,total national,2025-01
90084.0,2024,12,total_accommodations,total national,2024-12
110172.0,2024,11,total_accommodations,total national,2024-11
301593.0,2024,10,total_accommodations,total national,2024-10
488357.0,2024,9,total_accommodations,total national,2024-09
704379.0,2024,8,total_accommodations,total national,2024-08
674670.0,2024,7,total_accommodations,total national,2024-07
374433.0,2024,6,total_accommodations,total national,2024-06
443146.0,2024,5,total_accommodations,total national,2024-05
321483.0,2024,4,total_accommodations,total national,2024-04
206686.0,2024,3,total_accommodations,total national,2024-03
114417.0,2024,2,total_accommodations,total national,2024-02
106834.0,2024,1,total_accommodations,total national,2024-01
88642.0,2023,12,total_accommodations,total national,2023-12
107234.0,2023,11,total_accommodations,total national,2023-11
243401.0,2023,10,total_accommodations,total national,2023-10
428794.0,2023,9,total_accommodations,total national,2023-09
659954.0,2023,8,total_accommodations,total national,2023-08
629305.0,2023,7,total_accommodations,total national,2023-07
344231.0,2023,6,total_accommodations,total national,2023-06
366257.0,2023,5,total_accommodations,total national,2023-05
297371.0,2023,4,total_accommodations,total national,2023-04
145392.0,2023,3,total_accommodations,total national,2023-03
98887.0,2023,2,total_accommodations,total national,2023-02
98725.0,2023,1,total_accommodations,total national,2023-01
72196.0,2022,12,total_accommodations,total national,2022-12
90352.0,2022,11,total_accommodations,total national,2022-11
212977.0,2022,10,total_accommodations,total national,2022-10
360231.0,2022,9,total_accommodations,total national,2022-09
629086.0,2022,8,total_accommodations,total national,2022-08
597796.0,2022,7,total_accommodations,total national,2022-07
328617.0,2022,6,total_accommodations,total national,2022-06
280026.0,2022,5,total_accommodations,total national,2022-05
218963.0,2022,4,total_accommodations,total national,2022-04
115664.0,2022,3,total_accommodations,total national,2022-03
85724.0,2022,2,total_accommodations,total national,2022-02
77925.0,2022,1,total_accommodations,total national,2022-01
1517056.0,2025,2,total_accommodations,total national,2025-02
1462958.0,2025,1,total_accommodations,total national,2025-01
1510465.0,2024,12,total_accommodations,total national,2024-12
1484263.0,2024,11,total_accommodations,total national,2024-11
2675268.0,2024,10,total_accommodations,total national,2024-10
4893930.0,2024,9,total_accommodations,total national,2024-09
11574559.0,2024,8,total_accommodations,total national,2024-08
9480659.0,2024,7,total_accommodations,total national,2024-07
5171253.0,2024,6,total_accommodations,total national,2024-06
3853642.0,2024,5,total_accommodations,total national,2024-05
2853925.0,2024,4,total_accommodations,total national,2024-04
2756984.0,2024,3,total_accommodations,total national,2024-03
1559752.0,2024,2,total_accommodations,total national,2024-02
1466685.0,2024,1,total_accommodations,total national,2024-01
1482057.0,2023,12,total_accommodations,total national,2023-12
1431467.0,2023,11,total_accommodations,total national,2023-11
2726367.0,2023,10,total_accommodations,total national,2023-10
4599370.0,2023,9,total_accommodations,total national,2023-09
11369465.0,2023,8,total_accommodations,total national,2023-08
8886391.0,2023,7,total_accommodations,total national,2023-07
4910365.0,2023,6,total_accommodations,total national,2023-06
3320157.0,2023,5,total_accommodations,total national,2023-05
3829030.0,2023,4,total_accommodations,total national,2023-04
1757298.0,2023,3,total_accommodations,total national,2023-03
1414424.0,2023,2,total_accommodations,total national,2023-02
1349630.0,2023,1,total_accommodations,total national,2023-01
1351121.0,2022,12,total_accommodations,total national,2022-12
1249737.0,2022,11,total_accommodations,total national,2022-11
2459494.0,2022,10,total_accommodations,total national,2022-10
4286332.0,2022,9,total_accommodations,total national,2022-09
11237560.0,2022,8,total_accommodations,total national,2022-08
8888525.0,2022,7,total_accommodations,total national,2022-07
4903227.0,2022,6,total_accommodations,total national,2022-06
3060797.0,2022,5,total_accommodations,total national,2022-05
3131107.0,2022,4,total_accommodations,total national,2022-04
1387032.0,2022,3,total_accommodations,total national,2022-03
1336135.0,2022,2,total_accommodations,total national,2022-02
1252438.0,2022,1,total_accommodations,total national,2022-01
367130.0,2025,2,total_accommodations,total national,2025-02
279104.0,2025,1,total_accommodations,total national,2025-01
508566.0,2024,12,total_accommodations,total national,2024-12
515244.0,2024,11,total_accommodations,total national,2024-11
1008132.0,2024,10,total_accommodations,total national,2024-10
2496248.0,2024,9,total_accommodations,total national,2024-09
7404093.0,2024,8,total_accommodations,total national,2024-08
5631433.0,2024,7,total_accommodations,total national,2024-07
3267665.0,2024,6,total_accommodations,total national,2024-06
1923890.0,2024,5,total_accommodations,total national,2024-05
1399690.0,2024,4,total_accommodations,total national,2024-04
1542228.0,2024,3,total_accommodations,total national,2024-03
410227.0,2024,2,total_accommodations,total national,2024-02
338259.0,2024,1,total_accommodations,total national,2024-01
508357.0,2023,12,total_accommodations,total national,2023-12
498634.0,2023,11,total_accommodations,total national,2023-11
1263899.0,2023,10,total_accommodations,total national,2023-10
2455456.0,2023,9,total_accommodations,total national,2023-09
7341234.0,2023,8,total_accommodations,total national,2023-08
5310714.0,2023,7,total_accommodations,total national,2023-07
3085629.0,2023,6,total_accommodations,total national,2023-06
1603687.0,2023,5,total_accommodations,total national,2023-05
2459620.0,2023,4,total_accommodations,total national,2023-04
701196.0,2023,3,total_accommodations,total national,2023-03
367902.0,2023,2,total_accommodations,total national,2023-02
283873.0,2023,1,total_accommodations,total national,2023-01
464252.0,2022,12,total_accommodations,total national,2022-12
424055.0,2022,11,total_accommodations,total national,2022-11
1146445.0,2022,10,total_accommodations,total national,2022-10
2416321.0,2022,9,total_accommodations,total national,2022-09
7227975.0,2022,8,total_accommodations,total national,2022-08
5420295.0,2022,7,total_accommodations,total national,2022-07
3151647.0,2022,6,total_accommodations,total national,2022-06
1701176.0,2022,5,total_accommodations,total national,2022-05
2019975.0,2022,4,total_accommodations,total national,2022-04
476497.0,2022,3,total_accommodations,total national,2022-03
386677.0,2022,2,total_accommodations,total national,2022-02
308395.0,2022,1,total_accommodations,total national,2022-01
1149926.0,2025,2,total_accommodations,total national,2025-02
1183854.0,2025,1,total_accommodations,total national,2025-01
1001899.0,2024,12,total_accommodations,total national,2024-12
969019.0,2024,11,total_accommodations,total national,2024-11
1667136.0,2024,10,total_accommodations,total national,2024-10
2397681.0,2024,9,total_accommodations,total national,2024-09
4170466.0,2024,8,total_accommodations,total national,2024-08
3849226.0,2024,7,total_accommodations,total national,2024-07
1903587.0,2024,6,total_accommodations,total national,2024-06
1929751.0,2024,5,total_accommodations,total national,2024-05
1454236.0,2024,4,total_accommodations,total national,2024-04
1214757.0,2024,3,total_accommodations,total national,2024-03
1149525.0,2024,2,total_accommodations,total national,2024-02
1128426.0,2024,1,total_accommodations,total national,2024-01
973700.0,2023,12,total_accommodations,total national,2023-12
932833.0,2023,11,total_accommodations,total national,2023-11
1462468.0,2023,10,total_accommodations,total national,2023-10
2143913.0,2023,9,total_accommodations,total national,2023-09
4028230.0,2023,8,total_accommodations,total national,2023-08
3575677.0,2023,7,total_accommodations,total national,2023-07
1824736.0,2023,6,total_accommodations,total national,2023-06
1716470.0,2023,5,total_accommodations,total national,2023-05
1369410.0,2023,4,total_accommodations,total national,2023-04
1056102.0,2023,3,total_accommodations,total national,2023-03
1046523.0,2023,2,total_accommodations,total national,2023-02
1065757.0,2023,1,total_accommodations,total national,2023-01
886869.0,2022,12,total_accommodations,total national,2022-12
825682.0,2022,11,total_accommodations,total national,2022-11
1313049.0,2022,10,total_accommodations,total national,2022-10
1870011.0,2022,9,total_accommodations,total national,2022-09
4009585.0,2022,8,total_accommodations,total national,2022-08
3468230.0,2022,7,total_accommodations,total national,2022-07
1751580.0,2022,6,total_accommodations,total national,2022-06
1359622.0,2022,5,total_accommodations,total national,2022-05
1111132.0,2022,4,total_accommodations,total national,2022-04
910535.0,2022,3,total_accommodations,total national,2022-03
949459.0,2022,2,total_accommodations,total national,2022-02
944042.0,2022,1,total_accommodations,total national,2022-01
72987.0,2025,2,total_accommodations,total national,2025-02
64301.0,2025,1,total_accommodations,total national,2025-01
53581.0,2024,12,total_accommodations,total national,2024-12
51732.0,2024,11,total_accommodations,total national,2024-11
99484.0,2024,10,total_accommodations,total national,2024-10
159127.0,2024,9,total_accommodations,total national,2024-09
262316.0,2024,8,total_accommodations,total national,2024-08
246329.0,2024,7,total_accommodations,total national,2024-07
155746.0,2024,6,total_accommodations,total national,2024-06
141516.0,2024,5,total_accommodations,total national,2024-05
102120.0,2024,4,total_accommodations,total national,2024-04
92806.0,2024,3,total_accommodations,total national,2024-03
64482.0,2024,2,total_accommodations,total national,2024-02
48766.0,2024,1,total_accommodations,total national,2024-01
50172.0,2023,12,total_accommodations,total national,2023-12
49330.0,2023,11,total_accommodations,total national,2023-11
91653.0,2023,10,total_accommodations,total national,2023-10
144001.0,2023,9,total_accommodations,total national,2023-09
278798.0,2023,8,total_accommodations,total national,2023-08
238697.0,2023,7,total_accommodations,total national,2023-07
156034.0,2023,6,total_accommodations,total national,2023-06
105240.0,2023,5,total_accommodations,total national,2023-05
153754.0,2023,4,total_accommodations,total national,2023-04
69793.0,2023,3,total_accommodations,total national,2023-03
62605.0,2023,2,total_accommodations,total national,2023-02
53037.0,2023,1,total_accommodations,total national,2023-01
40185.0,2022,12,total_accommodations,total national,2022-12
44433.0,2022,11,total_accommodations,total national,2022-11
91255.0,2022,10,total_accommodations,total national,2022-10
134848.0,2022,9,total_accommodations,total national,2022-09
267436.0,2022,8,total_accommodations,total national,2022-08
226612.0,2022,7,total_accommodations,total national,2022-07
143345.0,2022,6,total_accommodations,total national,2022-06
110442.0,2022,5,total_accommodations,total national,2022-05
113156.0,2022,4,total_accommodations,total national,2022-04
48171.0,2022,3,total_accommodations,total national,2022-03
60580.0,2022,2,total_accommodations,total national,2022-02
44187.0,2022,1,total_accommodations,total national,2022-01
30516.0,2025,2,total_accommodations,total national,2025-02
23830.0,2025,1,total_accommodations,total national,2025-01
25378.0,2024,12,total_accommodations,total national,2024-12
18642.0,2024,11,total_accommodations,total national,2024-11
36634.0,2024,10,total_accommodations,total national,2024-10
99366.0,2024,9,total_accommodations,total national,2024-09
220582.0,2024,8,total_accommodations,total national,2024-08
210682.0,2024,7,total_accommodations,total national,2024-07
115472.0,2024,6,total_accommodations,total national,2024-06
77317.0,2024,5,total_accommodations,total national,2024-05
44609.0,2024,4,total_accommodations,total national,2024-04
42803.0,2024,3,total_accommodations,total national,2024-03
25995.0,2024,2,total_accommodations,total national,2024-02
14399.0,2024,1,total_accommodations,total national,2024-01
23453.0,2023,12,total_accommodations,total national,2023-12
19519.0,2023,11,total_accommodations,total national,2023-11
47967.0,2023,10,total_accommodations,total national,2023-10
98308.0,2023,9,total_accommodations,total national,2023-09
238509.0,2023,8,total_accommodations,total national,2023-08
202875.0,2023,7,total_accommodations,total national,2023-07
123461.0,2023,6,total_accommodations,total national,2023-06
47851.0,2023,5,total_accommodations,total national,2023-05
100812.0,2023,4,total_accommodations,total national,2023-04
31247.0,2023,3,total_accommodations,total national,2023-03
26375.0,2023,2,total_accommodations,total national,2023-02
17164.0,2023,1,total_accommodations,total national,2023-01
19618.0,2022,12,total_accommodations,total national,2022-12
17489.0,2022,11,total_accommodations,total national,2022-11
48385.0,2022,10,total_accommodations,total national,2022-10
94251.0,2022,9,total_accommodations,total national,2022-09
233290.0,2022,8,total_accommodations,total national,2022-08
197845.0,2022,7,total_accommodations,total national,2022-07
112511.0,2022,6,total_accommodations,total national,2022-06
64606.0,2022,5,total_accommodations,total national,2022-05
74872.0,2022,4,total_accommodations,total national,2022-04
16211.0,2022,3,total_accommodations,total national,2022-03
29811.0,2022,2,total_accommodations,total national,2022-02
16000.0,2022,1,total_accommodations,total national,2022-01
42471.0,2025,2,total_accommodations,total national,2025-02
40471.0,2025,1,total_accommodations,total national,2025-01
28204.0,2024,12,total_accommodations,total national,2024-12
33090.0,2024,11,total_accommodations,total national,2024-11
62850.0,2024,10,total_accommodations,total national,2024-10
59761.0,2024,9,total_accommodations,total national,2024-09
41734.0,2024,8,total_accommodations,total national,2024-08
35647.0,2024,7,total_accommodations,total national,2024-07
40274.0,2024,6,total_accommodations,total national,2024-06
64198.0,2024,5,total_accommodations,total national,2024-05
57510.0,2024,4,total_accommodations,total national,2024-04
50003.0,2024,3,total_accommodations,total national,2024-03
38487.0,2024,2,total_accommodations,total national,2024-02
34368.0,2024,1,total_accommodations,total national,2024-01
26719.0,2023,12,total_accommodations,total national,2023-12
29811.0,2023,11,total_accommodations,total national,2023-11
43686.0,2023,10,total_accommodations,total national,2023-10
45694.0,2023,9,total_accommodations,total national,2023-09
40290.0,2023,8,total_accommodations,total national,2023-08
35822.0,2023,7,total_accommodations,total national,2023-07
32573.0,2023,6,total_accommodations,total national,2023-06
57389.0,2023,5,total_accommodations,total national,2023-05
52942.0,2023,4,total_accommodations,total national,2023-04
38546.0,2023,3,total_accommodations,total national,2023-03
36229.0,2023,2,total_accommodations,total national,2023-02
35873.0,2023,1,total_accommodations,total national,2023-01
20568.0,2022,12,total_accommodations,total national,2022-12
26944.0,2022,11,total_accommodations,total national,2022-11
42870.0,2022,10,total_accommodations,total national,2022-10
40597.0,2022,9,total_accommodations,total national,2022-09
34146.0,2022,8,total_accommodations,total national,2022-08
28766.0,2022,7,total_accommodations,total national,2022-07
30833.0,2022,6,total_accommodations,total national,2022-06
45836.0,2022,5,total_accommodations,total national,2022-05
38284.0,2022,4,total_accommodations,total national,2022-04
31960.0,2022,3,total_accommodations,total national,2022-03
30769.0,2022,2,total_accommodations,total national,2022-02
28187.0,2022,1,total_accommodations,total national,2022-01
391712.0,2025,2,total_accommodations,total national,2025-02
370076.0,2025,1,total_accommodations,total national,2025-01
372085.0,2024,12,total_accommodations,total national,2024-12
313618.0,2024,11,total_accommodations,total national,2024-11
410651.0,2024,10,total_accommodations,total national,2024-10
629324.0,2024,9,total_accommodations,total national,2024-09
1214837.0,2024,8,total_accommodations,total national,2024-08
996385.0,2024,7,total_accommodations,total national,2024-07
577658.0,2024,6,total_accommodations,total national,2024-06
500005.0,2024,5,total_accommodations,total national,2024-05
446427.0,2024,4,total_accommodations,total national,2024-04
476668.0,2024,3,total_accommodations,total national,2024-03
399948.0,2024,2,total_accommodations,total national,2024-02
373056.0,2024,1,total_accommodations,total national,2024-01
308383.0,2023,12,total_accommodations,total national,2023-12
295647.0,2023,11,total_accommodations,total national,2023-11
378161.0,2023,10,total_accommodations,total national,2023-10
533893.0,2023,9,total_accommodations,total national,2023-09
1152718.0,2023,8,total_accommodations,total national,2023-08
936953.0,2023,7,total_accommodations,total national,2023-07
509787.0,2023,6,total_accommodations,total national,2023-06
397316.0,2023,5,total_accommodations,total national,2023-05
542802.0,2023,4,total_accommodations,total national,2023-04
357375.0,2023,3,total_accommodations,total national,2023-03
377175.0,2023,2,total_accommodations,total national,2023-02
338115.0,2023,1,total_accommodations,total national,2023-01
276144.0,2022,12,total_accommodations,total national,2022-12
252086.0,2022,11,total_accommodations,total national,2022-11
341633.0,2022,10,total_accommodations,total national,2022-10
503557.0,2022,9,total_accommodations,total national,2022-09
1132153.0,2022,8,total_accommodations,total national,2022-08
887172.0,2022,7,total_accommodations,total national,2022-07
468718.0,2022,6,total_accommodations,total national,2022-06
360286.0,2022,5,total_accommodations,total national,2022-05
393819.0,2022,4,total_accommodations,total national,2022-04
266141.0,2022,3,total_accommodations,total national,2022-03
334427.0,2022,2,total_accommodations,total national,2022-02
304837.0,2022,1,total_accommodations,total national,2022-01
72656.0,2025,2,total_accommodations,total national,2025-02
70131.0,2025,1,total_accommodations,total national,2025-01
117619.0,2024,12,total_accommodations,total national,2024-12
102962.0,2024,11,total_accommodations,total national,2024-11
181907.0,2024,10,total_accommodations,total national,2024-10
429992.0,2024,9,total_accommodations,total national,2024-09
1074106.0,2024,8,total_accommodations,total national,2024-08
867810.0,2024,7,total_accommodations,total national,2024-07
446605.0,2024,6,total_accommodations,total national,2024-06
304112.0,2024,5,total_accommodations,total national,2024-05
239910.0,2024,4,total_accommodations,total national,2024-04
222759.0,2024,3,total_accommodations,total national,2024-03
110952.0,2024,2,total_accommodations,total national,2024-02
81796.0,2024,1,total_accommodations,total national,2024-01
72632.0,2023,12,total_accommodations,total national,2023-12
100338.0,2023,11,total_accommodations,total national,2023-11
196346.0,2023,10,total_accommodations,total national,2023-10
382371.0,2023,9,total_accommodations,total national,2023-09
1020149.0,2023,8,total_accommodations,total national,2023-08
789241.0,2023,7,total_accommodations,total national,2023-07
404638.0,2023,6,total_accommodations,total national,2023-06
209014.0,2023,5,total_accommodations,total national,2023-05
341813.0,2023,4,total_accommodations,total national,2023-04
119827.0,2023,3,total_accommodations,total national,2023-03
108771.0,2023,2,total_accommodations,total national,2023-02
56810.0,2023,1,total_accommodations,total national,2023-01
70778.0,2022,12,total_accommodations,total national,2022-12
71627.0,2022,11,total_accommodations,total national,2022-11
157749.0,2022,10,total_accommodations,total national,2022-10
364910.0,2022,9,total_accommodations,total national,2022-09
1011376.0,2022,8,total_accommodations,total national,2022-08
785765.0,2022,7,total_accommodations,total national,2022-07
358258.0,2022,6,total_accommodations,total national,2022-06
205398.0,2022,5,total_accommodations,total national,2022-05
236808.0,2022,4,total_accommodations,total national,2022-04
60585.0,2022,3,total_accommodations,total national,2022-03
90024.0,2022,2,total_accommodations,total national,2022-02
52095.0,2022,1,total_accommodations,total national,2022-01
319056.0,2025,2,total_accommodations,total national,2025-02
299946.0,2025,1,total_accommodations,total national,2025-01
254467.0,2024,12,total_accommodations,total national,2024-12
210656.0,2024,11,total_accommodations,total national,2024-11
228743.0,2024,10,total_accommodations,total national,2024-10
199332.0,2024,9,total_accommodations,total national,2024-09
140731.0,2024,8,total_accommodations,total national,2024-08
128575.0,2024,7,total_accommodations,total national,2024-07
131053.0,2024,6,total_accommodations,total national,2024-06
195893.0,2024,5,total_accommodations,total national,2024-05
206517.0,2024,4,total_accommodations,total national,2024-04
253909.0,2024,3,total_accommodations,total national,2024-03
288996.0,2024,2,total_accommodations,total national,2024-02
291259.0,2024,1,total_accommodations,total national,2024-01
235751.0,2023,12,total_accommodations,total national,2023-12
195309.0,2023,11,total_accommodations,total national,2023-11
181815.0,2023,10,total_accommodations,total national,2023-10
151522.0,2023,9,total_accommodations,total national,2023-09
132569.0,2023,8,total_accommodations,total national,2023-08
147712.0,2023,7,total_accommodations,total national,2023-07
105149.0,2023,6,total_accommodations,total national,2023-06
188302.0,2023,5,total_accommodations,total national,2023-05
200988.0,2023,4,total_accommodations,total national,2023-04
237548.0,2023,3,total_accommodations,total national,2023-03
268405.0,2023,2,total_accommodations,total national,2023-02
281305.0,2023,1,total_accommodations,total national,2023-01
205366.0,2022,12,total_accommodations,total national,2022-12
180459.0,2022,11,total_accommodations,total national,2022-11
183884.0,2022,10,total_accommodations,total national,2022-10
138647.0,2022,9,total_accommodations,total national,2022-09
120776.0,2022,8,total_accommodations,total national,2022-08
101407.0,2022,7,total_accommodations,total national,2022-07
110460.0,2022,6,total_accommodations,total national,2022-06
154888.0,2022,5,total_accommodations,total national,2022-05
157011.0,2022,4,total_accommodations,total national,2022-04
205556.0,2022,3,total_accommodations,total national,2022-03
244403.0,2022,2,total_accommodations,total national,2022-02
252742.0,2022,1,total_accommodations,total national,2022-01
7350.0,2025,2,total_accommodations,total national,2025-02
5147.0,2025,1,total_accommodations,total national,2025-01
10675.0,2024,12,total_accommodations,total national,2024-12
9483.0,2024,11,total_accommodations,total national,2024-11
23662.0,2024,10,total_accommodations,total national,2024-10
45194.0,2024,9,total_accommodations,total national,2024-09
136384.0,2024,8,total_accommodations,total national,2024-08
96650.0,2024,7,total_accommodations,total national,2024-07
53256.0,2024,6,total_accommodations,total national,2024-06
40882.0,2024,5,total_accommodations,total national,2024-05
28141.0,2024,4,total_accommodations,total national,2024-04
21339.0,2024,3,total_accommodations,total national,2024-03
8137.0,2024,2,total_accommodations,total national,2024-02
6549.0,2024,1,total_accommodations,total national,2024-01
9111.0,2023,12,total_accommodations,total national,2023-12
6836.0,2023,11,total_accommodations,total national,2023-11
31637.0,2023,10,total_accommodations,total national,2023-10
44568.0,2023,9,total_accommodations,total national,2023-09
136326.0,2023,8,total_accommodations,total national,2023-08
97284.0,2023,7,total_accommodations,total national,2023-07
42411.0,2023,6,total_accommodations,total national,2023-06
29295.0,2023,5,total_accommodations,total national,2023-05
47664.0,2023,4,total_accommodations,total national,2023-04
13065.0,2023,3,total_accommodations,total national,2023-03
7224.0,2023,2,total_accommodations,total national,2023-02
5456.0,2023,1,total_accommodations,total national,2023-01
7816.0,2022,12,total_accommodations,total national,2022-12
