Total Nacional;Comunidades y Ciudades Autónomas;Viajeros y pernoctaciones;Residencia;Periodo;Total
Total Nacional;14 Murcia, Región de;Pernoctaciones;Total;2019M08;160.992
Total Nacional;14 Murcia, Región de;Pernoctaciones;Total;2019M07;112.844
Total Nacional;14 Murcia, Región de;Pernoctaciones;Total;2019M06;68.558
Total Nacional;14 Murcia, Región de;Pernoctaciones;Total;2019M05;59.135
Total Nacional;14 Murcia, Región de;Pernoctaciones;Total;2019M04;74.928
Total Nacional;14 Murcia, Región de;Pernoctaciones;Total;2019M03;102.652
Total Nacional;14 Murcia, Región de;Pernoctaciones;Total;2019M02;108.307
Total Nacional;14 Murcia, Región de;Pernoctaciones;Total;2019M01;116.126
Total Nacional;14 Murcia, Región de;Pernoctaciones;Total;2018M12;109.869
Total Nacional;14 Murcia, Región de;Pernoctaciones;Total;2018M11;100.599
Total Nacional;14 Murcia, Región de;Pernoctaciones;Total;2018M10;112.726
Total Nacional;14 Murcia, Región de;Pernoctaciones;Total;2018M09;75.346
Total Nacional;14 Murcia, Región de;Pernoctaciones;Total;2018M08;167.173
Total Nacional;14 Murcia, Región de;Pernoctaciones;Total;2018M07;110.351
Total Nacional;14 Murcia, Región de;Pernoctaciones;Total;2018M06;60.429
Total Nacional;14 Murcia, Región de;Pernoctaciones;Total;2018M05;57.697
Total Nacional;14 Murcia, Región de;Pernoctaciones;Total;2018M04;78.734
Total Nacional;14 Murcia, Región de;Pernoctaciones;Total;2018M03;124.129
Total Nacional;14 Murcia, Región de;Pernoctaciones;Total;2018M02;112.428
Total Nacional;14 Murcia, Región de;Pernoctaciones;Total;2018M01;117.485
Total Nacional;14 Murcia, Región de;Pernoctaciones;Total;2017M12;106.222
Total Nacional;14 Murcia, Región de;Pernoctaciones;Total;2017M11;97.268
Total Nacional;14 Murcia, Región de;Pernoctaciones;Total;2017M10;110.293
Total Nacional;14 Murcia, Región de;Pernoctaciones;Total;2017M09;65.880
Total Nacional;14 Murcia, Región de;Pernoctaciones;Total;2017M08;140.453
Total Nacional;14 Murcia, Región de;Pernoctaciones;Total;2017M07;103.011
Total Nacional;14 Murcia, Región de;Pernoctaciones;Total;2017M06;54.292
Total Nacional;14 Murcia, Región de;Pernoctaciones;Total;2017M05;54.592
Total Nacional;14 Murcia, Región de;Pernoctaciones;Total;2017M04;86.798
Total Nacional;14 Murcia, Región de;Pernoctaciones;Total;2017M03;108.209
Total Nacional;14 Murcia, Región de;Pernoctaciones;Total;2017M02;120.390
Total Nacional;14 Murcia, Región de;Pernoctaciones;Total;2017M01;125.762
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2024M10;15.622
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2024M09;44.762
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2024M08;187.168
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2024M07;103.997
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2024M06;37.788
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2024M05;23.835
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2024M04;15.717
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2024M03;40.443
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2024M02;7.353
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2024M01;8.112
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2023M12;12.382
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2023M11;10.963
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2023M10;18.681
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2023M09;35.409
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2023M08;154.991
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2023M07;106.418
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2023M06;55.853
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2023M05;16.169
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2023M04;39.888
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2023M03;12.628
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2023M02;5.973
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2023M01;8.228
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2022M12;12.168
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2022M11;10.438
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2022M10;23.110
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2022M09;35.819
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2022M08;142.039
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2022M07;94.795
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2022M06;49.359
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2022M05;26.583
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2022M04;44.666
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2022M03;8.441
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2022M02;9.261
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2022M01;10.501
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2021M12;15.242
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2021M11;10.949
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2021M10;26.120
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2021M09;41.800
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2021M08;165.079
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2021M07;109.208
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2021M06;45.255
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2021M05;23.795
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2021M04;22.112
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2021M03;17.192
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2021M02;6.299
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2021M01;5.133
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2020M12;8.042
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2020M11;3.659
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2020M10;18.482
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2020M09;29.282
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2020M08;85.554
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2020M07;68.837
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2020M06;22.639
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2020M05;.
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2020M04;0
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2020M03;3.987
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2020M02;11.494
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2020M01;9.804
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2019M12;13.010
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2019M11;13.893
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2019M10;18.218
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2019M09;24.457
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2019M08;129.492
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2019M07;82.175
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2019M06;33.536
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2019M05;16.905
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2019M04;21.118
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2019M03;13.523
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2019M02;8.821
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2019M01;9.765
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2018M12;12.523
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2018M11;11.581
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2018M10;18.927
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2018M09;28.333
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2018M08;131.922
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2018M07;81.686
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2018M06;27.973
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2018M05;13.131
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2018M04;15.378
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2018M03;26.438
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2018M02;7.919
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2018M01;8.351
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2017M12;11.571
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2017M11;9.875
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2017M10;19.052
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2017M09;23.202
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2017M08;113.333
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2017M07;77.256
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2017M06;25.385
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2017M05;13.822
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2017M04;34.750
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2017M03;9.668
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2017M02;8.431
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en España;2017M01;7.789
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2024M10;84.076
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2024M09;44.775
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2024M08;32.610
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2024M07;36.736
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2024M06;34.352
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2024M05;36.495
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2024M04;59.353
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2024M03;100.501
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2024M02;114.560
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2024M01;121.270
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2023M12;109.944
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2023M11;97.657
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2023M10;82.745
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2023M09;41.234
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2023M08;33.394
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2023M07;33.553
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2023M06;26.848
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2023M05;40.754
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2023M04;57.157
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2023M03;93.719
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2023M02;103.146
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2023M01;114.366
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2022M12;96.891
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2022M11;79.496
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2022M10;80.177
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2022M09;38.011
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2022M08;29.890
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2022M07;31.728
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2022M06;30.203
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2022M05;36.413
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2022M04;41.638
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2022M03;85.603
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2022M02;100.090
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2022M01;108.647
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2021M12;89.980
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2021M11;80.848
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2021M10;75.989
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2021M09;35.161
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2021M08;20.937
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2021M07;19.691
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2021M06;21.038
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2021M05;20.248
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2021M04;26.381
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2021M03;37.700
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2021M02;40.205
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2021M01;42.647
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2020M12;37.619
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2020M11;33.900
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2020M10;28.602
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2020M09;19.615
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2020M08;17.433
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2020M07;18.901
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2020M06;14.924
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2020M05;.
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2020M04;0
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2020M03;36.916
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2020M02;107.937
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2020M01;102.360
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2019M12;101.686
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2019M11;88.166
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2019M10;78.716
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2019M09;38.610
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2019M08;31.500
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2019M07;30.669
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2019M06;35.022
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2019M05;42.230
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2019M04;53.810
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2019M03;89.129
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2019M02;99.486
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2019M01;106.361
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2018M12;97.346
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2018M11;89.018
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2018M10;93.799
Total Nacional;14 Murcia, Región de;Pernoctaciones;Residentes en el Extranjero;2018M09;47.013
