Totales Territoriales;Comunidades y Ciudades Autónomas;Viajeros y pernoctaciones;Residencia: Nivel 1;Residencia: Nivel 2;Periodo;Total
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2020M05;.
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2020M04;0
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2020M03;46
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2020M02;266
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2020M01;150
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2019M12;289
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2019M11;288
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2019M10;1.523
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2019M09;8.289
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2019M08;21.168
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2019M07;14.819
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2019M06;6.320
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2019M05;3.982
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2019M04;1.589
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2019M03;528
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2019M02;73
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2019M01;""
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2018M12;.
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2018M11;.
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2018M10;1.327
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2018M09;7.693
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2018M08;22.892
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2018M07;14.038
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2018M06;6.071
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2018M05;3.324
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2018M04;1.500
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2018M03;604
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2018M02;147
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2018M01;80
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2017M12;.
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2017M11;.
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2017M10;1.593
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2017M09;7.024
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2017M08;19.458
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2017M07;14.563
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2017M06;6.953
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2017M05;3.357
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2017M04;1.292
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2017M03;577
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2017M02;54
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2017M01;178
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2016M12;.
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2016M11;301
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2016M10;1.862
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2016M09;6.931
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2016M08;23.239
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2016M07;15.920
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2016M06;4.690
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2016M05;3.044
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2016M04;1.266
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2016M03;487
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2016M02;100
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2016M01;.
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2015M12;203
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2015M11;292
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2015M10;918
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2015M09;4.704
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2015M08;17.525
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2015M07;14.096
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2015M06;5.133
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2015M05;2.864
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2015M04;1.656
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2015M03;331
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2015M02;239
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2015M01;154
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2014M12;147
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2014M11;246
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2014M10;997
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2014M09;5.427
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2014M08;18.352
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2014M07;11.907
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2014M06;4.209
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2014M05;3.513
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2014M04;1.143
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2014M03;219
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2014M02;71
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2014M01;117
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2013M12;214
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2013M11;154
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2013M10;759
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2013M09;5.580
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2013M08;15.699
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2013M07;12.042
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2013M06;3.319
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2013M05;1.958
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2013M04;754
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2013M03;1.130
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2013M02;62
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2013M01;79
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2012M12;85
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2012M11;167
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2012M10;738
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2012M09;4.565
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2012M08;15.839
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2012M07;12.682
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2012M06;4.131
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2012M05;2.071
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2012M04;1.427
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2012M03;420
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2012M02;121
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2012M01;70
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2011M12;113
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2011M11;127
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2011M10;689
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2011M09;2.927
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2011M08;13.740
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2011M07;10.916
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2011M06;4.261
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2011M05;1.868
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2011M04;1.164
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2011M03;338
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2011M02;100
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2011M01;74
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2010M12;111
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2010M11;97
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2010M10;627
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2010M09;3.615
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2010M08;14.157
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2010M07;13.243
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2010M06;4.167
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2010M05;2.187
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2010M04;1.258
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2010M03;355
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2010M02;5
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2010M01;54
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2009M12;224
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2009M11;124
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2009M10;552
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2009M09;2.483
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2009M08;12.769
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2009M07;9.938
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2009M06;3.367
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2009M05;1.846
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2009M04;758
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2009M03;222
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2009M02;170
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2009M01;13
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2008M12;12
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2008M11;101
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2008M10;475
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2008M09;2.385
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2008M08;13.360
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2008M07;10.381
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2008M06;2.793
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2008M05;2.058
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2008M04;622
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2008M03;200
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2008M02;88
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2008M01;45
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2007M12;72
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2007M11;86
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2007M10;499
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2007M09;3.145
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2007M08;13.936
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2007M07;11.018
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2007M06;3.898
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2007M05;1.955
Total Nacional;03 Asturias, Principado de;Viajero;Total;Residentes en el Extranjero;2007M04;634
