Totales Territoriales;Comunidades y Ciudades Autónomas;Periodo;Total
Total Nacional;02 Aragón;2022M02;2,51
Total Nacional;02 Aragón;2022M01;2,76
Total Nacional;02 Aragón;2021M12;2,81
Total Nacional;02 Aragón;2021M11;2,54
Total Nacional;02 Aragón;2021M10;2,55
Total Nacional;02 Aragón;2021M09;2,59
Total Nacional;02 Aragón;2021M08;3,44
Total Nacional;02 Aragón;2021M07;3,03
Total Nacional;02 Aragón;2021M06;2,55
Total Nacional;02 Aragón;2021M05;2,31
Total Nacional;02 Aragón;2021M04;2,97
Total Nacional;02 Aragón;2021M03;2,74
Total Nacional;02 Aragón;2021M02;7,08
Total Nacional;02 Aragón;2021M01;11,45
Total Nacional;02 Aragón;2020M12;.
Total Nacional;02 Aragón;2020M11;8,2
Total Nacional;02 Aragón;2020M10;2,54
Total Nacional;02 Aragón;2020M09;2,58
Total Nacional;02 Aragón;2020M08;3,53
Total Nacional;02 Aragón;2020M07;3,06
Total Nacional;02 Aragón;2020M06;2,43
Total Nacional;02 Aragón;2020M05;4
Total Nacional;02 Aragón;2020M04;0
Total Nacional;02 Aragón;2020M03;.
Total Nacional;02 Aragón;2020M02;2,2
Total Nacional;02 Aragón;2020M01;2,45
Total Nacional;02 Aragón;2019M12;2,67
Total Nacional;02 Aragón;2019M11;3,61
Total Nacional;02 Aragón;2019M10;2,85
Total Nacional;02 Aragón;2019M09;2,75
Total Nacional;02 Aragón;2019M08;3,58
Total Nacional;02 Aragón;2019M07;3,19
Total Nacional;02 Aragón;2019M06;2,41
Total Nacional;02 Aragón;2019M05;2,32
Total Nacional;02 Aragón;2019M04;2,72
Total Nacional;02 Aragón;2019M03;2,22
Total Nacional;02 Aragón;2019M02;2,33
Total Nacional;02 Aragón;2019M01;2,73
Total Nacional;02 Aragón;2018M12;2,63
Total Nacional;02 Aragón;2018M11;2,55
Total Nacional;02 Aragón;2018M10;2,54
Total Nacional;02 Aragón;2018M09;2,53
Total Nacional;02 Aragón;2018M08;3,66
Total Nacional;02 Aragón;2018M07;3,23
Total Nacional;02 Aragón;2018M06;2,26
Total Nacional;02 Aragón;2018M05;2,47
Total Nacional;02 Aragón;2018M04;2,47
Total Nacional;02 Aragón;2018M03;2,62
Total Nacional;02 Aragón;2018M02;2,52
Total Nacional;02 Aragón;2018M01;2,38
Total Nacional;02 Aragón;2017M12;2,94
Total Nacional;02 Aragón;2017M11;2,42
Total Nacional;02 Aragón;2017M10;2,58
Total Nacional;02 Aragón;2017M09;2,55
Total Nacional;02 Aragón;2017M08;3,71
Total Nacional;02 Aragón;2017M07;3,18
Total Nacional;02 Aragón;2017M06;2,4
Total Nacional;02 Aragón;2017M05;2,35
Total Nacional;02 Aragón;2017M04;2,69
Total Nacional;02 Aragón;2017M03;2,43
Total Nacional;02 Aragón;2017M02;2,1
Total Nacional;02 Aragón;2017M01;2,9
Total Nacional;02 Aragón;2016M12;2,76
Total Nacional;02 Aragón;2016M11;2,53
Total Nacional;02 Aragón;2016M10;2,55
Total Nacional;02 Aragón;2016M09;2,49
Total Nacional;02 Aragón;2016M08;3,7
Total Nacional;02 Aragón;2016M07;3,27
Total Nacional;02 Aragón;2016M06;2,55
Total Nacional;02 Aragón;2016M05;2,46
Total Nacional;02 Aragón;2016M04;2,59
Total Nacional;02 Aragón;2016M03;2,79
Total Nacional;02 Aragón;2016M02;2,61
Total Nacional;02 Aragón;2016M01;2,91
Total Nacional;02 Aragón;2015M12;2,58
Total Nacional;02 Aragón;2015M11;2,81
Total Nacional;02 Aragón;2015M10;2,53
Total Nacional;02 Aragón;2015M09;2,63
Total Nacional;02 Aragón;2015M08;3,74
Total Nacional;02 Aragón;2015M07;3,28
Total Nacional;02 Aragón;2015M06;2,64
Total Nacional;02 Aragón;2015M05;2,38
Total Nacional;02 Aragón;2015M04;2,83
Total Nacional;02 Aragón;2015M03;2,46
Total Nacional;02 Aragón;2015M02;2,42
Total Nacional;02 Aragón;2015M01;2,52
Total Nacional;02 Aragón;2014M12;2,46
Total Nacional;02 Aragón;2014M11;2,75
Total Nacional;02 Aragón;2014M10;2,65
Total Nacional;02 Aragón;2014M09;2,66
Total Nacional;02 Aragón;2014M08;3,69
Total Nacional;02 Aragón;2014M07;3,34
Total Nacional;02 Aragón;2014M06;2,5
Total Nacional;02 Aragón;2014M05;2,5
Total Nacional;02 Aragón;2014M04;2,7
Total Nacional;02 Aragón;2014M03;2,53
Total Nacional;02 Aragón;2014M02;2,2
Total Nacional;02 Aragón;2014M01;2,51
Total Nacional;02 Aragón;2013M12;2,69
Total Nacional;02 Aragón;2013M11;2,63
Total Nacional;02 Aragón;2013M10;2,67
Total Nacional;02 Aragón;2013M09;2,69
Total Nacional;02 Aragón;2013M08;3,81
Total Nacional;02 Aragón;2013M07;3,31
Total Nacional;02 Aragón;2013M06;2,47
Total Nacional;02 Aragón;2013M05;2,41
Total Nacional;02 Aragón;2013M04;2,71
Total Nacional;02 Aragón;2013M03;2,8
Total Nacional;02 Aragón;2013M02;2,38
Total Nacional;02 Aragón;2013M01;2,8
Total Nacional;02 Aragón;2012M12;2,62
Total Nacional;02 Aragón;2012M11;2,74
Total Nacional;02 Aragón;2012M10;2,64
Total Nacional;02 Aragón;2012M09;2,67
Total Nacional;02 Aragón;2012M08;3,88
Total Nacional;02 Aragón;2012M07;3,39
Total Nacional;02 Aragón;2012M06;2,42
Total Nacional;02 Aragón;2012M05;2,36
Total Nacional;02 Aragón;2012M04;2,88
Total Nacional;02 Aragón;2012M03;2,44
Total Nacional;02 Aragón;2012M02;2,48
Total Nacional;02 Aragón;2012M01;2,87
Total Nacional;02 Aragón;2011M12;2,79
Total Nacional;02 Aragón;2011M11;3,23
Total Nacional;02 Aragón;2011M10;2,66
Total Nacional;02 Aragón;2011M09;2,61
Total Nacional;02 Aragón;2011M08;3,83
Total Nacional;02 Aragón;2011M07;3,2
Total Nacional;02 Aragón;2011M06;2,41
Total Nacional;02 Aragón;2011M05;2,35
Total Nacional;02 Aragón;2011M04;2,71
Total Nacional;02 Aragón;2011M03;2,59
Total Nacional;02 Aragón;2011M02;2,33
Total Nacional;02 Aragón;2011M01;2,78
Total Nacional;02 Aragón;2010M12;2,67
Total Nacional;02 Aragón;2010M11;3,15
Total Nacional;02 Aragón;2010M10;2,74
Total Nacional;02 Aragón;2010M09;2,67
Total Nacional;02 Aragón;2010M08;3,78
Total Nacional;02 Aragón;2010M07;3,33
Total Nacional;02 Aragón;2010M06;2,41
Total Nacional;02 Aragón;2010M05;2,24
Total Nacional;02 Aragón;2010M04;2,77
Total Nacional;02 Aragón;2010M03;2,3
Total Nacional;02 Aragón;2010M02;2,26
Total Nacional;02 Aragón;2010M01;3,04
Total Nacional;02 Aragón;2009M12;2,43
Total Nacional;02 Aragón;2009M11;2,46
Total Nacional;02 Aragón;2009M10;2,49
Total Nacional;02 Aragón;2009M09;2,63
Total Nacional;02 Aragón;2009M08;4
Total Nacional;02 Aragón;2009M07;3,29
Total Nacional;02 Aragón;2009M06;2,57
Total Nacional;02 Aragón;2009M05;2,5
Total Nacional;02 Aragón;2009M04;2,85
Total Nacional;02 Aragón;2009M03;2,53
Total Nacional;02 Aragón;2009M02;2,29
Total Nacional;02 Aragón;2009M01;2,59
Total Nacional;02 Aragón;2008M12;2,51
Total Nacional;02 Aragón;2008M11;2,64
Total Nacional;02 Aragón;2008M10;2,92
Total Nacional;02 Aragón;2008M09;2,7
Total Nacional;02 Aragón;2008M08;3,69
Total Nacional;02 Aragón;2008M07;3,43
Total Nacional;02 Aragón;2008M06;2,57
Total Nacional;02 Aragón;2008M05;2,65
Total Nacional;02 Aragón;2008M04;2,45
Total Nacional;02 Aragón;2008M03;3,07
Total Nacional;02 Aragón;2008M02;2,14
Total Nacional;02 Aragón;2008M01;2,46
Total Nacional;02 Aragón;2007M12;2,83
Total Nacional;02 Aragón;2007M11;2,75
Total Nacional;02 Aragón;2007M10;2,74
Total Nacional;02 Aragón;2007M09;2,67
Total Nacional;02 Aragón;2007M08;3,85
Total Nacional;02 Aragón;2007M07;3,35
Total Nacional;02 Aragón;2007M06;2,45
Total Nacional;02 Aragón;2007M05;2,57
Total Nacional;02 Aragón;2007M04;2,99
Total Nacional;02 Aragón;2007M03;2,4
Total Nacional;02 Aragón;2007M02;2,57
Total Nacional;02 Aragón;2007M01;2,37
Total Nacional;02 Aragón;2006M12;3,04
Total Nacional;02 Aragón;2006M11;2,68
Total Nacional;02 Aragón;2006M10;3,19
Total Nacional;02 Aragón;2006M09;2,71
Total Nacional;02 Aragón;2006M08;4,09
Total Nacional;02 Aragón;2006M07;3,34
Total Nacional;02 Aragón;2006M06;2,4
Total Nacional;02 Aragón;2006M05;2,41
Total Nacional;02 Aragón;2006M04;2,52
Total Nacional;02 Aragón;2006M03;1,96
Total Nacional;02 Aragón;2006M02;1,83
Total Nacional;02 Aragón;2006M01;2,1
Total Nacional;02 Aragón;2005M12;2,68
Total Nacional;02 Aragón;2005M11;2,28
Total Nacional;02 Aragón;2005M10;3,16
Total Nacional;02 Aragón;2005M09;3,01
Total Nacional;02 Aragón;2005M08;4,27
Total Nacional;02 Aragón;2005M07;3,32
Total Nacional;02 Aragón;2005M06;2,57
Total Nacional;02 Aragón;2005M05;2,6
Total Nacional;02 Aragón;2005M04;2,41
Total Nacional;02 Aragón;2005M03;3,01
Total Nacional;02 Aragón;2005M02;2,34
Total Nacional;02 Aragón;2005M01;2,74
Total Nacional;02 Aragón;2004M12;2,65
Total Nacional;02 Aragón;2004M11;1,73
Total Nacional;02 Aragón;2004M10;2,57
Total Nacional;02 Aragón;2004M09;2,59
Total Nacional;02 Aragón;2004M08;3,88
Total Nacional;02 Aragón;2004M07;3,22
Total Nacional;02 Aragón;2004M06;2,48
Total Nacional;02 Aragón;2004M05;2,29
Total Nacional;02 Aragón;2004M04;2,69
Total Nacional;02 Aragón;2004M03;2,21
Total Nacional;02 Aragón;2004M02;2
Total Nacional;02 Aragón;2004M01;2,19
Total Nacional;02 Aragón;2003M12;2,45
Total Nacional;02 Aragón;2003M11;2,17
Total Nacional;02 Aragón;2003M10;2,27
Total Nacional;02 Aragón;2003M09;2,52
Total Nacional;02 Aragón;2003M08;3,8
Total Nacional;02 Aragón;2003M07;3,53
Total Nacional;02 Aragón;2003M06;2,37
Total Nacional;02 Aragón;2003M05;2,66
Total Nacional;02 Aragón;2003M04;2,79
Total Nacional;02 Aragón;2003M03;2,15
Total Nacional;02 Aragón;2003M02;2,12
Total Nacional;02 Aragón;2003M01;2,08
Total Nacional;02 Aragón;2002M12;2,78
Total Nacional;02 Aragón;2002M11;2,38
Total Nacional;02 Aragón;2002M10;2,39
Total Nacional;02 Aragón;2002M09;3,05
Total Nacional;02 Aragón;2002M08;4,19
Total Nacional;02 Aragón;2002M07;3,42
Total Nacional;02 Aragón;2002M06;2,38
Total Nacional;02 Aragón;2002M05;2,17
Total Nacional;02 Aragón;2002M04;2,27
Total Nacional;02 Aragón;2002M03;2,93
Total Nacional;02 Aragón;2002M02;2,58
Total Nacional;02 Aragón;2002M01;2,47
Total Nacional;02 Aragón;2001M12;2,8
Total Nacional;02 Aragón;2001M11;2,95
Total Nacional;02 Aragón;2001M10;2,21
Total Nacional;02 Aragón;2001M09;2,67
Total Nacional;02 Aragón;2001M08;3,78
Total Nacional;02 Aragón;2001M07;3,38
Total Nacional;02 Aragón;2001M06;2,47
Total Nacional;02 Aragón;2001M05;2,3
Total Nacional;02 Aragón;2001M04;3,18
Total Nacional;02 Aragón;2001M03;1,87
Total Nacional;02 Aragón;2001M02;1,49
Total Nacional;02 Aragón;2001M01;2,29
Total Nacional;02 Aragón;2000M12;2
Total Nacional;02 Aragón;2000M11;1
Total Nacional;02 Aragón;2000M10;2
Total Nacional;02 Aragón;2000M09;2
Total Nacional;02 Aragón;2000M08;3
Total Nacional;02 Aragón;2000M07;3
Total Nacional;02 Aragón;2000M06;2
Total Nacional;02 Aragón;2000M05;1
Total Nacional;02 Aragón;2000M04;2
Total Nacional;02 Aragón;2000M03;1
Total Nacional;02 Aragón;2000M02;1
Total Nacional;02 Aragón;2000M01;2
Total Nacional;02 Aragón;1999M12;3,04
Total Nacional;02 Aragón;1999M11;1,33
Total Nacional;02 Aragón;1999M10;2,05
Total Nacional;02 Aragón;1999M09;2,4
Total Nacional;02 Aragón;1999M08;4,11
Total Nacional;02 Aragón;1999M07;2,89
Total Nacional;02 Aragón;1999M06;2,21
Total Nacional;02 Aragón;1999M05;1,75
Total Nacional;02 Aragón;1999M04;2,48
Total Nacional;02 Aragón;1999M03;1,77
Total Nacional;02 Aragón;1999M02;1,61
Total Nacional;02 Aragón;1999M01;1,99
Total Nacional;03 Asturias, Principado de;2025M02;2,78
Total Nacional;03 Asturias, Principado de;2025M01;4,32
Total Nacional;03 Asturias, Principado de;2024M12;.
Total Nacional;03 Asturias, Principado de;2024M11;2,89
Total Nacional;03 Asturias, Principado de;2024M10;4,86
Total Nacional;03 Asturias, Principado de;2024M09;4,1
Total Nacional;03 Asturias, Principado de;2024M08;4,33
Total Nacional;03 Asturias, Principado de;2024M07;3,89
Total Nacional;03 Asturias, Principado de;2024M06;3,64
Total Nacional;03 Asturias, Principado de;2024M05;3,17
Total Nacional;03 Asturias, Principado de;2024M04;2,1
Total Nacional;03 Asturias, Principado de;2024M03;3,92
Total Nacional;03 Asturias, Principado de;2024M02;.
Total Nacional;03 Asturias, Principado de;2024M01;.
Total Nacional;03 Asturias, Principado de;2023M12;.
Total Nacional;03 Asturias, Principado de;2023M11;3,29
Total Nacional;03 Asturias, Principado de;2023M10;6,83
Total Nacional;03 Asturias, Principado de;2023M09;3,73
Total Nacional;03 Asturias, Principado de;2023M08;4,26
Total Nacional;03 Asturias, Principado de;2023M07;3,8
Total Nacional;03 Asturias, Principado de;2023M06;3,89
Total Nacional;03 Asturias, Principado de;2023M05;4,21
Total Nacional;03 Asturias, Principado de;2023M04;.
Total Nacional;03 Asturias, Principado de;2023M03;.
Total Nacional;03 Asturias, Principado de;2023M02;.
Total Nacional;03 Asturias, Principado de;2023M01;.
Total Nacional;03 Asturias, Principado de;2022M12;3,33
Total Nacional;03 Asturias, Principado de;2022M11;3,19
Total Nacional;03 Asturias, Principado de;2022M10;1,88
Total Nacional;03 Asturias, Principado de;2022M09;3,77
Total Nacional;03 Asturias, Principado de;2022M08;4,26
Total Nacional;03 Asturias, Principado de;2022M07;3,93
Total Nacional;03 Asturias, Principado de;2022M06;3,76
Total Nacional;03 Asturias, Principado de;2022M05;2,3
Total Nacional;03 Asturias, Principado de;2022M04;2,61
Total Nacional;03 Asturias, Principado de;2022M03;.
Total Nacional;03 Asturias, Principado de;2022M02;2,39
Total Nacional;03 Asturias, Principado de;2022M01;.
Total Nacional;03 Asturias, Principado de;2021M12;.
Total Nacional;03 Asturias, Principado de;2021M11;3,85
Total Nacional;03 Asturias, Principado de;2021M10;2,96
Total Nacional;03 Asturias, Principado de;2021M09;3,62
Total Nacional;03 Asturias, Principado de;2021M08;3,98
Total Nacional;03 Asturias, Principado de;2021M07;4,01
Total Nacional;03 Asturias, Principado de;2021M06;4,26
Total Nacional;03 Asturias, Principado de;2021M05;3,47
Total Nacional;03 Asturias, Principado de;2021M04;2,87
Total Nacional;03 Asturias, Principado de;2021M03;8,93
Total Nacional;03 Asturias, Principado de;2021M02;11,74
Total Nacional;03 Asturias, Principado de;2021M01;.
Total Nacional;03 Asturias, Principado de;2020M12;.
Total Nacional;03 Asturias, Principado de;2020M11;.
Total Nacional;03 Asturias, Principado de;2020M10;3,74
Total Nacional;03 Asturias, Principado de;2020M09;4,65
Total Nacional;03 Asturias, Principado de;2020M08;4,2
Total Nacional;03 Asturias, Principado de;2020M07;3,89
Total Nacional;03 Asturias, Principado de;2020M06;5,9
Total Nacional;03 Asturias, Principado de;2020M05;.
Total Nacional;03 Asturias, Principado de;2020M04;0
Total Nacional;03 Asturias, Principado de;2020M03;4,15
Total Nacional;03 Asturias, Principado de;2020M02;1,94
Total Nacional;03 Asturias, Principado de;2020M01;3,36
Total Nacional;03 Asturias, Principado de;2019M12;5,03
Total Nacional;03 Asturias, Principado de;2019M11;4,17
Total Nacional;03 Asturias, Principado de;2019M10;2,54
Total Nacional;03 Asturias, Principado de;2019M09;3,63
Total Nacional;03 Asturias, Principado de;2019M08;4,08
Total Nacional;03 Asturias, Principado de;2019M07;4,09
Total Nacional;03 Asturias, Principado de;2019M06;4,05
Total Nacional;03 Asturias, Principado de;2019M05;3,36
Total Nacional;03 Asturias, Principado de;2019M04;2,48
Total Nacional;03 Asturias, Principado de;2019M03;2,17
Total Nacional;03 Asturias, Principado de;2019M02;2,01
Total Nacional;03 Asturias, Principado de;2019M01;2,84
Total Nacional;03 Asturias, Principado de;2018M12;2,59
Total Nacional;03 Asturias, Principado de;2018M11;2,06
Total Nacional;03 Asturias, Principado de;2018M10;2,47
Total Nacional;03 Asturias, Principado de;2018M09;4,35
Total Nacional;03 Asturias, Principado de;2018M08;3,99
Total Nacional;03 Asturias, Principado de;2018M07;4,48
Total Nacional;03 Asturias, Principado de;2018M06;3,61
Total Nacional;03 Asturias, Principado de;2018M05;3,7
Total Nacional;03 Asturias, Principado de;2018M04;2,31
Total Nacional;03 Asturias, Principado de;2018M03;2,53
Total Nacional;03 Asturias, Principado de;2018M02;1,89
Total Nacional;03 Asturias, Principado de;2018M01;2,47
Total Nacional;03 Asturias, Principado de;2017M12;2,35
Total Nacional;03 Asturias, Principado de;2017M11;2,76
Total Nacional;03 Asturias, Principado de;2017M10;2,2
Total Nacional;03 Asturias, Principado de;2017M09;4,19
Total Nacional;03 Asturias, Principado de;2017M08;4,23
Total Nacional;03 Asturias, Principado de;2017M07;4,2
Total Nacional;03 Asturias, Principado de;2017M06;3,52
Total Nacional;03 Asturias, Principado de;2017M05;3,46
Total Nacional;03 Asturias, Principado de;2017M04;2,6
Total Nacional;03 Asturias, Principado de;2017M03;1,92
Total Nacional;03 Asturias, Principado de;2017M02;2,35
Total Nacional;03 Asturias, Principado de;2017M01;1,61
Total Nacional;03 Asturias, Principado de;2016M12;2,44
Total Nacional;03 Asturias, Principado de;2016M11;2,26
Total Nacional;03 Asturias, Principado de;2016M10;2,25
Total Nacional;03 Asturias, Principado de;2016M09;3,37
Total Nacional;03 Asturias, Principado de;2016M08;4,28
Total Nacional;03 Asturias, Principado de;2016M07;4,02
Total Nacional;03 Asturias, Principado de;2016M06;3,74
Total Nacional;03 Asturias, Principado de;2016M05;3,52
Total Nacional;03 Asturias, Principado de;2016M04;2,08
Total Nacional;03 Asturias, Principado de;2016M03;2,88
Total Nacional;03 Asturias, Principado de;2016M02;2,15
Total Nacional;03 Asturias, Principado de;2016M01;2,58
Total Nacional;03 Asturias, Principado de;2015M12;2,45
Total Nacional;03 Asturias, Principado de;2015M11;2,32
Total Nacional;03 Asturias, Principado de;2015M10;2,15
Total Nacional;03 Asturias, Principado de;2015M09;3,89
Total Nacional;03 Asturias, Principado de;2015M08;4,54
Total Nacional;03 Asturias, Principado de;2015M07;4,62
Total Nacional;03 Asturias, Principado de;2015M06;3,8
Total Nacional;03 Asturias, Principado de;2015M05;3,28
Total Nacional;03 Asturias, Principado de;2015M04;2,48
Total Nacional;03 Asturias, Principado de;2015M03;2,05
Total Nacional;03 Asturias, Principado de;2015M02;1,8
Total Nacional;03 Asturias, Principado de;2015M01;1,81
Total Nacional;03 Asturias, Principado de;2014M12;2,09
Total Nacional;03 Asturias, Principado de;2014M11;1,79
Total Nacional;03 Asturias, Principado de;2014M10;2,64
Total Nacional;03 Asturias, Principado de;2014M09;3,52
Total Nacional;03 Asturias, Principado de;2014M08;4,34
Total Nacional;03 Asturias, Principado de;2014M07;4,23
Total Nacional;03 Asturias, Principado de;2014M06;3,42
Total Nacional;03 Asturias, Principado de;2014M05;3,57
Total Nacional;03 Asturias, Principado de;2014M04;2,58
Total Nacional;03 Asturias, Principado de;2014M03;1,81
Total Nacional;03 Asturias, Principado de;2014M02;1,41
Total Nacional;03 Asturias, Principado de;2014M01;1,42
Total Nacional;03 Asturias, Principado de;2013M12;2,07
Total Nacional;03 Asturias, Principado de;2013M11;1,66
Total Nacional;03 Asturias, Principado de;2013M10;1,84
Total Nacional;03 Asturias, Principado de;2013M09;3,49
Total Nacional;03 Asturias, Principado de;2013M08;4,62
Total Nacional;03 Asturias, Principado de;2013M07;4,33
Total Nacional;03 Asturias, Principado de;2013M06;2,97
Total Nacional;03 Asturias, Principado de;2013M05;2,08
Total Nacional;03 Asturias, Principado de;2013M04;2,12
Total Nacional;03 Asturias, Principado de;2013M03;2,55
Total Nacional;03 Asturias, Principado de;2013M02;1,96
Total Nacional;03 Asturias, Principado de;2013M01;2,12
Total Nacional;03 Asturias, Principado de;2012M12;1,77
Total Nacional;03 Asturias, Principado de;2012M11;2
Total Nacional;03 Asturias, Principado de;2012M10;1,98
Total Nacional;03 Asturias, Principado de;2012M09;3,97
Total Nacional;03 Asturias, Principado de;2012M08;4,35
Total Nacional;03 Asturias, Principado de;2012M07;4,59
Total Nacional;03 Asturias, Principado de;2012M06;3,35
Total Nacional;03 Asturias, Principado de;2012M05;2,22
Total Nacional;03 Asturias, Principado de;2012M04;2,79
Total Nacional;03 Asturias, Principado de;2012M03;1,77
Total Nacional;03 Asturias, Principado de;2012M02;1,75
Total Nacional;03 Asturias, Principado de;2012M01;2,01
Total Nacional;03 Asturias, Principado de;2011M12;2,03
Total Nacional;03 Asturias, Principado de;2011M11;1,97
Total Nacional;03 Asturias, Principado de;2011M10;2,22
Total Nacional;03 Asturias, Principado de;2011M09;3,99
Total Nacional;03 Asturias, Principado de;2011M08;4,53
Total Nacional;03 Asturias, Principado de;2011M07;4,39
Total Nacional;03 Asturias, Principado de;2011M06;3,62
Total Nacional;03 Asturias, Principado de;2011M05;2,16
Total Nacional;03 Asturias, Principado de;2011M04;3,01
Total Nacional;03 Asturias, Principado de;2011M03;1,69
Total Nacional;03 Asturias, Principado de;2011M02;1,77
Total Nacional;03 Asturias, Principado de;2011M01;1,88
Total Nacional;03 Asturias, Principado de;2010M12;2,08
Total Nacional;03 Asturias, Principado de;2010M11;1,82
Total Nacional;03 Asturias, Principado de;2010M10;2,61
Total Nacional;03 Asturias, Principado de;2010M09;4,11
Total Nacional;03 Asturias, Principado de;2010M08;4,37
Total Nacional;03 Asturias, Principado de;2010M07;4,23
Total Nacional;03 Asturias, Principado de;2010M06;4,1
Total Nacional;03 Asturias, Principado de;2010M05;2,42
Total Nacional;03 Asturias, Principado de;2010M04;2,92
Total Nacional;03 Asturias, Principado de;2010M03;2,32
Total Nacional;03 Asturias, Principado de;2010M02;2,74
Total Nacional;03 Asturias, Principado de;2010M01;1,91
Total Nacional;03 Asturias, Principado de;2009M12;2,36
Total Nacional;03 Asturias, Principado de;2009M11;2,4
Total Nacional;03 Asturias, Principado de;2009M10;2,9
Total Nacional;03 Asturias, Principado de;2009M09;4,15
Total Nacional;03 Asturias, Principado de;2009M08;4,76
Total Nacional;03 Asturias, Principado de;2009M07;4,68
Total Nacional;03 Asturias, Principado de;2009M06;3,72
Total Nacional;03 Asturias, Principado de;2009M05;2,14
Total Nacional;03 Asturias, Principado de;2009M04;2,69
Total Nacional;03 Asturias, Principado de;2009M03;2,47
Total Nacional;03 Asturias, Principado de;2009M02;1,91
Total Nacional;03 Asturias, Principado de;2009M01;2,2
