Comunidades y Ciudades Autónomas;Concepto turístico;RESIDENCIA/ORIGEN;Periodo;Total
16 País Vasco;Viajero;Residentes en España;2019M10;6.958
16 País Vasco;Viajero;Residentes en España;2019M09;11.544
16 País Vasco;Viajero;Residentes en España;2019M08;37.360
16 País Vasco;Viajero;Residentes en España;2019M07;26.246
16 País Vasco;Viajero;Residentes en España;2019M06;15.530
16 País Vasco;Viajero;Residentes en España;2019M05;4.658
16 País Vasco;Viajero;Residentes en España;2019M04;9.656
16 País Vasco;Viajero;Residentes en España;2019M03;4.331
16 País Vasco;Viajero;Residentes en España;2019M02;1.434
16 País Vasco;Viajero;Residentes en España;2019M01;472
16 País Vasco;Viajero;Residentes en España;2018M12;1.587
16 País Vasco;Viajero;Residentes en España;2018M11;2.748
16 País Vasco;Viajero;Residentes en España;2018M10;5.004
16 País Vasco;Viajero;Residentes en España;2018M09;13.359
16 País Vasco;Viajero;Residentes en España;2018M08;38.306
16 País Vasco;Viajero;Residentes en España;2018M07;23.971
16 País Vasco;Viajero;Residentes en España;2018M06;10.349
16 País Vasco;Viajero;Residentes en España;2018M05;5.330
16 País Vasco;Viajero;Residentes en España;2018M04;5.700
16 País Vasco;Viajero;Residentes en España;2018M03;4.646
16 País Vasco;Viajero;Residentes en España;2018M02;519
16 País Vasco;Viajero;Residentes en España;2018M01;438
16 País Vasco;Viajero;Residentes en España;2017M12;1.882
16 País Vasco;Viajero;Residentes en España;2017M11;1.520
16 País Vasco;Viajero;Residentes en España;2017M10;6.075
16 País Vasco;Viajero;Residentes en España;2017M09;10.169
16 País Vasco;Viajero;Residentes en España;2017M08;35.853
16 País Vasco;Viajero;Residentes en España;2017M07;25.918
16 País Vasco;Viajero;Residentes en España;2017M06;13.132
16 País Vasco;Viajero;Residentes en España;2017M05;5.386
16 País Vasco;Viajero;Residentes en España;2017M04;11.010
16 País Vasco;Viajero;Residentes en España;2017M03;1.743
16 País Vasco;Viajero;Residentes en España;2017M02;1.103
16 País Vasco;Viajero;Residentes en España;2017M01;589
16 País Vasco;Viajero;Residentes en el Extranjero;2023M02;2.811
16 País Vasco;Viajero;Residentes en el Extranjero;2023M01;1.867
16 País Vasco;Viajero;Residentes en el Extranjero;2022M12;2.446
16 País Vasco;Viajero;Residentes en el Extranjero;2022M11;2.550
16 País Vasco;Viajero;Residentes en el Extranjero;2022M10;14.312
16 País Vasco;Viajero;Residentes en el Extranjero;2022M09;24.843
16 País Vasco;Viajero;Residentes en el Extranjero;2022M08;39.130
16 País Vasco;Viajero;Residentes en el Extranjero;2022M07;38.227
16 País Vasco;Viajero;Residentes en el Extranjero;2022M06;20.656
16 País Vasco;Viajero;Residentes en el Extranjero;2022M05;18.427
16 País Vasco;Viajero;Residentes en el Extranjero;2022M04;11.430
16 País Vasco;Viajero;Residentes en el Extranjero;2022M03;7.354
16 País Vasco;Viajero;Residentes en el Extranjero;2022M02;1.925
16 País Vasco;Viajero;Residentes en el Extranjero;2022M01;1.267
16 País Vasco;Viajero;Residentes en el Extranjero;2021M12;1.867
16 País Vasco;Viajero;Residentes en el Extranjero;2021M11;2.122
16 País Vasco;Viajero;Residentes en el Extranjero;2021M10;10.913
16 País Vasco;Viajero;Residentes en el Extranjero;2021M09;20.313
16 País Vasco;Viajero;Residentes en el Extranjero;2021M08;24.459
16 País Vasco;Viajero;Residentes en el Extranjero;2021M07;17.161
16 País Vasco;Viajero;Residentes en el Extranjero;2021M06;5.011
16 País Vasco;Viajero;Residentes en el Extranjero;2021M05;2.663
16 País Vasco;Viajero;Residentes en el Extranjero;2021M04;2.957
16 País Vasco;Viajero;Residentes en el Extranjero;2021M03;896
16 País Vasco;Viajero;Residentes en el Extranjero;2021M02;109
16 País Vasco;Viajero;Residentes en el Extranjero;2021M01;95
16 País Vasco;Viajero;Residentes en el Extranjero;2020M12;174
16 País Vasco;Viajero;Residentes en el Extranjero;2020M11;189
16 País Vasco;Viajero;Residentes en el Extranjero;2020M10;2.003
16 País Vasco;Viajero;Residentes en el Extranjero;2020M09;3.854
16 País Vasco;Viajero;Residentes en el Extranjero;2020M08;9.898
16 País Vasco;Viajero;Residentes en el Extranjero;2020M07;9.977
16 País Vasco;Viajero;Residentes en el Extranjero;2020M06;1.175
16 País Vasco;Viajero;Residentes en el Extranjero;2020M05;.
16 País Vasco;Viajero;Residentes en el Extranjero;2020M04;0
16 País Vasco;Viajero;Residentes en el Extranjero;2020M03;209
16 País Vasco;Viajero;Residentes en el Extranjero;2020M02;2.128
16 País Vasco;Viajero;Residentes en el Extranjero;2020M01;1.881
16 País Vasco;Viajero;Residentes en el Extranjero;2019M12;2.182
16 País Vasco;Viajero;Residentes en el Extranjero;2019M11;2.487
16 País Vasco;Viajero;Residentes en el Extranjero;2019M10;7.784
16 País Vasco;Viajero;Residentes en el Extranjero;2019M09;22.056
16 País Vasco;Viajero;Residentes en el Extranjero;2019M08;38.730
16 País Vasco;Viajero;Residentes en el Extranjero;2019M07;29.861
16 País Vasco;Viajero;Residentes en el Extranjero;2019M06;18.088
16 País Vasco;Viajero;Residentes en el Extranjero;2019M05;12.602
16 País Vasco;Viajero;Residentes en el Extranjero;2019M04;8.944
16 País Vasco;Viajero;Residentes en el Extranjero;2019M03;3.829
16 País Vasco;Viajero;Residentes en el Extranjero;2019M02;887
16 País Vasco;Viajero;Residentes en el Extranjero;2019M01;625
16 País Vasco;Viajero;Residentes en el Extranjero;2018M12;755
16 País Vasco;Viajero;Residentes en el Extranjero;2018M11;1.922
16 País Vasco;Viajero;Residentes en el Extranjero;2018M10;9.285
16 País Vasco;Viajero;Residentes en el Extranjero;2018M09;21.493
16 País Vasco;Viajero;Residentes en el Extranjero;2018M08;39.752
16 País Vasco;Viajero;Residentes en el Extranjero;2018M07;29.814
16 País Vasco;Viajero;Residentes en el Extranjero;2018M06;14.040
16 País Vasco;Viajero;Residentes en el Extranjero;2018M05;13.305
16 País Vasco;Viajero;Residentes en el Extranjero;2018M04;7.221
16 País Vasco;Viajero;Residentes en el Extranjero;2018M03;3.142
16 País Vasco;Viajero;Residentes en el Extranjero;2018M02;845
16 País Vasco;Viajero;Residentes en el Extranjero;2018M01;677
16 País Vasco;Viajero;Residentes en el Extranjero;2017M12;774
16 País Vasco;Viajero;Residentes en el Extranjero;2017M11;1.387
16 País Vasco;Viajero;Residentes en el Extranjero;2017M10;7.846
16 País Vasco;Viajero;Residentes en el Extranjero;2017M09;16.589
16 País Vasco;Viajero;Residentes en el Extranjero;2017M08;37.963
16 País Vasco;Viajero;Residentes en el Extranjero;2017M07;29.467
16 País Vasco;Viajero;Residentes en el Extranjero;2017M06;13.599
16 País Vasco;Viajero;Residentes en el Extranjero;2017M05;11.637
16 País Vasco;Viajero;Residentes en el Extranjero;2017M04;7.343
16 País Vasco;Viajero;Residentes en el Extranjero;2017M03;2.219
16 País Vasco;Viajero;Residentes en el Extranjero;2017M02;755
16 País Vasco;Viajero;Residentes en el Extranjero;2017M01;564
16 País Vasco;Pernoctaciones;Total;2023M02;8.212
16 País Vasco;Pernoctaciones;Total;2023M01;6.155
16 País Vasco;Pernoctaciones;Total;2022M12;12.865
16 País Vasco;Pernoctaciones;Total;2022M11;24.949
16 País Vasco;Pernoctaciones;Total;2022M10;55.903
16 País Vasco;Pernoctaciones;Total;2022M09;94.833
16 País Vasco;Pernoctaciones;Total;2022M08;258.199
16 País Vasco;Pernoctaciones;Total;2022M07;228.206
16 País Vasco;Pernoctaciones;Total;2022M06;102.344
16 País Vasco;Pernoctaciones;Total;2022M05;60.589
16 País Vasco;Pernoctaciones;Total;2022M04;63.816
16 País Vasco;Pernoctaciones;Total;2022M03;23.071
16 País Vasco;Pernoctaciones;Total;2022M02;9.521
16 País Vasco;Pernoctaciones;Total;2022M01;5.630
16 País Vasco;Pernoctaciones;Total;2021M12;11.104
16 País Vasco;Pernoctaciones;Total;2021M11;13.194
16 País Vasco;Pernoctaciones;Total;2021M10;44.140
16 País Vasco;Pernoctaciones;Total;2021M09;78.672
16 País Vasco;Pernoctaciones;Total;2021M08;257.920
16 País Vasco;Pernoctaciones;Total;2021M07;166.039
16 País Vasco;Pernoctaciones;Total;2021M06;70.636
16 País Vasco;Pernoctaciones;Total;2021M05;26.677
16 País Vasco;Pernoctaciones;Total;2021M04;58.803
16 País Vasco;Pernoctaciones;Total;2021M03;21.023
16 País Vasco;Pernoctaciones;Total;2021M02;2.534
16 País Vasco;Pernoctaciones;Total;2021M01;2.253
16 País Vasco;Pernoctaciones;Total;2020M12;2.559
16 País Vasco;Pernoctaciones;Total;2020M11;4.546
16 País Vasco;Pernoctaciones;Total;2020M10;14.835
16 País Vasco;Pernoctaciones;Total;2020M09;65.384
16 País Vasco;Pernoctaciones;Total;2020M08;156.532
16 País Vasco;Pernoctaciones;Total;2020M07;122.837
16 País Vasco;Pernoctaciones;Total;2020M06;36.857
16 País Vasco;Pernoctaciones;Total;2020M05;4.623
16 País Vasco;Pernoctaciones;Total;2020M04;0
16 País Vasco;Pernoctaciones;Total;2020M03;3.970
16 País Vasco;Pernoctaciones;Total;2020M02;9.622
16 País Vasco;Pernoctaciones;Total;2020M01;6.934
16 País Vasco;Pernoctaciones;Total;2019M12;14.807
16 País Vasco;Pernoctaciones;Total;2019M11;14.084
16 País Vasco;Pernoctaciones;Total;2019M10;37.008
16 País Vasco;Pernoctaciones;Total;2019M09;92.810
16 País Vasco;Pernoctaciones;Total;2019M08;268.428
16 País Vasco;Pernoctaciones;Total;2019M07;166.719
16 País Vasco;Pernoctaciones;Total;2019M06;84.256
16 País Vasco;Pernoctaciones;Total;2019M05;39.502
16 País Vasco;Pernoctaciones;Total;2019M04;42.247
16 País Vasco;Pernoctaciones;Total;2019M03;16.852
16 País Vasco;Pernoctaciones;Total;2019M02;6.851
16 País Vasco;Pernoctaciones;Total;2019M01;4.448
16 País Vasco;Pernoctaciones;Total;2018M12;8.282
16 País Vasco;Pernoctaciones;Total;2018M11;11.772
16 País Vasco;Pernoctaciones;Total;2018M10;30.806
16 País Vasco;Pernoctaciones;Total;2018M09;75.367
16 País Vasco;Pernoctaciones;Total;2018M08;235.008
16 País Vasco;Pernoctaciones;Total;2018M07;159.894
16 País Vasco;Pernoctaciones;Total;2018M06;58.094
16 País Vasco;Pernoctaciones;Total;2018M05;39.539
16 País Vasco;Pernoctaciones;Total;2018M04;28.080
16 País Vasco;Pernoctaciones;Total;2018M03;17.607
16 País Vasco;Pernoctaciones;Total;2018M02;3.949
16 País Vasco;Pernoctaciones;Total;2018M01;3.515
16 País Vasco;Pernoctaciones;Total;2017M12;7.081
16 País Vasco;Pernoctaciones;Total;2017M11;8.498
16 País Vasco;Pernoctaciones;Total;2017M10;28.998
16 País Vasco;Pernoctaciones;Total;2017M09;57.646
16 País Vasco;Pernoctaciones;Total;2017M08;227.993
16 País Vasco;Pernoctaciones;Total;2017M07;160.684
16 País Vasco;Pernoctaciones;Total;2017M06;58.263
16 País Vasco;Pernoctaciones;Total;2017M05;34.284
16 País Vasco;Pernoctaciones;Total;2017M04;39.666
16 País Vasco;Pernoctaciones;Total;2017M03;8.508
16 País Vasco;Pernoctaciones;Total;2017M02;4.876
16 País Vasco;Pernoctaciones;Total;2017M01;3.497
16 País Vasco;Pernoctaciones;Residentes en España;2023M02;4.167
16 País Vasco;Pernoctaciones;Residentes en España;2023M01;3.703
16 País Vasco;Pernoctaciones;Residentes en España;2022M12;9.495
16 País Vasco;Pernoctaciones;Residentes en España;2022M11;19.565
16 País Vasco;Pernoctaciones;Residentes en España;2022M10;26.959
16 País Vasco;Pernoctaciones;Residentes en España;2022M09;44.828
16 País Vasco;Pernoctaciones;Residentes en España;2022M08;149.378
16 País Vasco;Pernoctaciones;Residentes en España;2022M07;130.974
16 País Vasco;Pernoctaciones;Residentes en España;2022M06;52.894
16 País Vasco;Pernoctaciones;Residentes en España;2022M05;26.860
16 País Vasco;Pernoctaciones;Residentes en España;2022M04;40.939
16 País Vasco;Pernoctaciones;Residentes en España;2022M03;9.836
16 País Vasco;Pernoctaciones;Residentes en España;2022M02;5.573
16 País Vasco;Pernoctaciones;Residentes en España;2022M01;3.260
16 País Vasco;Pernoctaciones;Residentes en España;2021M12;7.283
16 País Vasco;Pernoctaciones;Residentes en España;2021M11;8.627
16 País Vasco;Pernoctaciones;Residentes en España;2021M10;24.013
16 País Vasco;Pernoctaciones;Residentes en España;2021M09;36.648
16 País Vasco;Pernoctaciones;Residentes en España;2021M08;197.770
16 País Vasco;Pernoctaciones;Residentes en España;2021M07;128.772
16 País Vasco;Pernoctaciones;Residentes en España;2021M06;59.959
16 País Vasco;Pernoctaciones;Residentes en España;2021M05;21.047
16 País Vasco;Pernoctaciones;Residentes en España;2021M04;52.899
16 País Vasco;Pernoctaciones;Residentes en España;2021M03;17.584
16 País Vasco;Pernoctaciones;Residentes en España;2021M02;1.464
16 País Vasco;Pernoctaciones;Residentes en España;2021M01;1.843
16 País Vasco;Pernoctaciones;Residentes en España;2020M12;1.918
16 País Vasco;Pernoctaciones;Residentes en España;2020M11;3.625
16 País Vasco;Pernoctaciones;Residentes en España;2020M10;11.719
16 País Vasco;Pernoctaciones;Residentes en España;2020M09;57.688
16 País Vasco;Pernoctaciones;Residentes en España;2020M08;131.037
16 País Vasco;Pernoctaciones;Residentes en España;2020M07;98.906
16 País Vasco;Pernoctaciones;Residentes en España;2020M06;34.189
16 País Vasco;Pernoctaciones;Residentes en España;2020M05;.
16 País Vasco;Pernoctaciones;Residentes en España;2020M04;0
16 País Vasco;Pernoctaciones;Residentes en España;2020M03;2.791
16 País Vasco;Pernoctaciones;Residentes en España;2020M02;5.586
16 País Vasco;Pernoctaciones;Residentes en España;2020M01;3.346
16 País Vasco;Pernoctaciones;Residentes en España;2019M12;9.704
16 País Vasco;Pernoctaciones;Residentes en España;2019M11;9.342
16 País Vasco;Pernoctaciones;Residentes en España;2019M10;22.755
16 País Vasco;Pernoctaciones;Residentes en España;2019M09;36.543
16 País Vasco;Pernoctaciones;Residentes en España;2019M08;145.272
16 País Vasco;Pernoctaciones;Residentes en España;2019M07;93.571
16 País Vasco;Pernoctaciones;Residentes en España;2019M06;43.453
16 País Vasco;Pernoctaciones;Residentes en España;2019M05;17.681
16 País Vasco;Pernoctaciones;Residentes en España;2019M04;28.082
16 País Vasco;Pernoctaciones;Residentes en España;2019M03;10.105
16 País Vasco;Pernoctaciones;Residentes en España;2019M02;4.499
16 País Vasco;Pernoctaciones;Residentes en España;2019M01;2.758
16 País Vasco;Pernoctaciones;Residentes en España;2018M12;5.805
16 País Vasco;Pernoctaciones;Residentes en España;2018M11;7.725
16 País Vasco;Pernoctaciones;Residentes en España;2018M10;14.505
16 País Vasco;Pernoctaciones;Residentes en España;2018M09;32.304
16 País Vasco;Pernoctaciones;Residentes en España;2018M08;131.955
16 País Vasco;Pernoctaciones;Residentes en España;2018M07;86.661
16 País Vasco;Pernoctaciones;Residentes en España;2018M06;26.508
16 País Vasco;Pernoctaciones;Residentes en España;2018M05;15.064
16 País Vasco;Pernoctaciones;Residentes en España;2018M04;16.113
16 País Vasco;Pernoctaciones;Residentes en España;2018M03;12.606
16 País Vasco;Pernoctaciones;Residentes en España;2018M02;2.275
16 País Vasco;Pernoctaciones;Residentes en España;2018M01;2.300
16 País Vasco;Pernoctaciones;Residentes en España;2017M12;5.511
16 País Vasco;Pernoctaciones;Residentes en España;2017M11;5.923
16 País Vasco;Pernoctaciones;Residentes en España;2017M10;15.120
16 País Vasco;Pernoctaciones;Residentes en España;2017M09;27.085
16 País Vasco;Pernoctaciones;Residentes en España;2017M08;128.650
16 País Vasco;Pernoctaciones;Residentes en España;2017M07;88.945
16 País Vasco;Pernoctaciones;Residentes en España;2017M06;29.148
16 País Vasco;Pernoctaciones;Residentes en España;2017M05;12.870
16 País Vasco;Pernoctaciones;Residentes en España;2017M04;26.421
16 País Vasco;Pernoctaciones;Residentes en España;2017M03;4.905
16 País Vasco;Pernoctaciones;Residentes en España;2017M02;3.340
16 País Vasco;Pernoctaciones;Residentes en España;2017M01;2.306
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2023M02;4.045
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2023M01;2.452
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2022M12;3.370
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2022M11;5.384
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2022M10;28.943
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2022M09;50.005
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2022M08;108.820
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2022M07;97.232
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2022M06;49.450
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2022M05;33.729
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2022M04;22.877
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2022M03;13.235
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2022M02;3.948
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2022M01;2.370
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2021M12;3.821
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2021M11;4.567
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2021M10;20.126
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2021M09;42.024
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2021M08;60.150
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2021M07;37.266
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2021M06;10.677
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2021M05;5.630
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2021M04;5.904
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2021M03;3.438
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2021M02;1.070
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2021M01;410
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2020M12;641
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2020M11;921
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2020M10;3.116
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2020M09;7.695
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2020M08;25.495
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2020M07;23.931
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2020M06;2.668
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2020M05;.
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2020M04;0
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2020M03;1.179
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2020M02;4.037
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2020M01;3.588
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2019M12;5.103
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2019M11;4.742
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2019M10;14.253
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2019M09;56.268
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2019M08;123.157
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2019M07;73.148
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2019M06;40.803
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2019M05;21.821
16 País Vasco;Pernoctaciones;Residentes en el Extranjero;2019M04;14.165
