Comunidades y Ciudades Autónomas;Viajeros y pernoctaciones;Residencia;Periodo;Total
05 Canarias;Viajero;Residentes en España;2018M02;1.490
05 Canarias;Viajero;Residentes en España;2018M01;1.545
05 Canarias;Viajero;Residentes en España;2017M12;2.456
05 Canarias;Viajero;Residentes en España;2017M11;2.192
05 Canarias;Viajero;Residentes en España;2017M10;2.904
05 Canarias;Viajero;Residentes en España;2017M09;3.687
05 Canarias;Viajero;Residentes en España;2017M08;4.625
05 Canarias;Viajero;Residentes en España;2017M07;3.733
05 Canarias;Viajero;Residentes en España;2017M06;2.222
05 Canarias;Viajero;Residentes en España;2017M05;2.113
05 Canarias;Viajero;Residentes en España;2017M04;2.638
05 Canarias;Viajero;Residentes en España;2017M03;1.698
05 Canarias;Viajero;Residentes en España;2017M02;1.728
05 Canarias;Viajero;Residentes en España;2017M01;1.769
05 Canarias;Viajero;Residentes en el Extranjero;2023M11;6.068
05 Canarias;Viajero;Residentes en el Extranjero;2023M10;3.597
05 Canarias;Viajero;Residentes en el Extranjero;2023M09;2.533
05 Canarias;Viajero;Residentes en el Extranjero;2023M08;2.039
05 Canarias;Viajero;Residentes en el Extranjero;2023M07;2.063
05 Canarias;Viajero;Residentes en el Extranjero;2023M06;1.528
05 Canarias;Viajero;Residentes en el Extranjero;2023M05;2.550
05 Canarias;Viajero;Residentes en el Extranjero;2023M04;3.566
05 Canarias;Viajero;Residentes en el Extranjero;2023M03;5.689
05 Canarias;Viajero;Residentes en el Extranjero;2023M02;5.970
05 Canarias;Viajero;Residentes en el Extranjero;2023M01;6.078
05 Canarias;Viajero;Residentes en el Extranjero;2022M12;5.532
05 Canarias;Viajero;Residentes en el Extranjero;2022M11;5.343
05 Canarias;Viajero;Residentes en el Extranjero;2022M10;3.667
05 Canarias;Viajero;Residentes en el Extranjero;2022M09;2.522
05 Canarias;Viajero;Residentes en el Extranjero;2022M08;2.514
05 Canarias;Viajero;Residentes en el Extranjero;2022M07;2.229
05 Canarias;Viajero;Residentes en el Extranjero;2022M06;1.818
05 Canarias;Viajero;Residentes en el Extranjero;2022M05;2.476
05 Canarias;Viajero;Residentes en el Extranjero;2022M04;3.825
05 Canarias;Viajero;Residentes en el Extranjero;2022M03;6.035
05 Canarias;Viajero;Residentes en el Extranjero;2022M02;5.510
05 Canarias;Viajero;Residentes en el Extranjero;2022M01;4.758
05 Canarias;Viajero;Residentes en el Extranjero;2021M12;4.519
05 Canarias;Viajero;Residentes en el Extranjero;2021M11;5.130
05 Canarias;Viajero;Residentes en el Extranjero;2021M10;3.759
05 Canarias;Viajero;Residentes en el Extranjero;2021M09;2.273
05 Canarias;Viajero;Residentes en el Extranjero;2021M08;1.969
05 Canarias;Viajero;Residentes en el Extranjero;2021M07;1.614
05 Canarias;Viajero;Residentes en el Extranjero;2021M06;1.282
05 Canarias;Viajero;Residentes en el Extranjero;2021M05;1.397
05 Canarias;Viajero;Residentes en el Extranjero;2021M04;945
05 Canarias;Viajero;Residentes en el Extranjero;2021M03;1.286
05 Canarias;Viajero;Residentes en el Extranjero;2021M02;1.055
05 Canarias;Viajero;Residentes en el Extranjero;2021M01;1.003
05 Canarias;Viajero;Residentes en el Extranjero;2020M12;1.514
05 Canarias;Viajero;Residentes en el Extranjero;2020M11;.
05 Canarias;Viajero;Residentes en el Extranjero;2020M10;620
05 Canarias;Viajero;Residentes en el Extranjero;2020M09;536
05 Canarias;Viajero;Residentes en el Extranjero;2020M08;810
05 Canarias;Viajero;Residentes en el Extranjero;2020M07;462
05 Canarias;Viajero;Residentes en el Extranjero;2020M06;33
05 Canarias;Viajero;Residentes en el Extranjero;2020M05;.
05 Canarias;Viajero;Residentes en el Extranjero;2020M04;.
05 Canarias;Viajero;Residentes en el Extranjero;2020M03;2.788
05 Canarias;Viajero;Residentes en el Extranjero;2020M02;6.459
05 Canarias;Viajero;Residentes en el Extranjero;2020M01;6.138
05 Canarias;Viajero;Residentes en el Extranjero;2019M12;5.363
05 Canarias;Viajero;Residentes en el Extranjero;2019M11;5.646
05 Canarias;Viajero;Residentes en el Extranjero;2019M10;3.951
05 Canarias;Viajero;Residentes en el Extranjero;2019M09;2.708
05 Canarias;Viajero;Residentes en el Extranjero;2019M08;2.241
05 Canarias;Viajero;Residentes en el Extranjero;2019M07;2.214
05 Canarias;Viajero;Residentes en el Extranjero;2019M06;1.847
05 Canarias;Viajero;Residentes en el Extranjero;2019M05;2.669
05 Canarias;Viajero;Residentes en el Extranjero;2019M04;4.393
05 Canarias;Viajero;Residentes en el Extranjero;2019M03;6.840
05 Canarias;Viajero;Residentes en el Extranjero;2019M02;6.612
05 Canarias;Viajero;Residentes en el Extranjero;2019M01;6.043
05 Canarias;Viajero;Residentes en el Extranjero;2018M12;5.650
05 Canarias;Viajero;Residentes en el Extranjero;2018M11;5.641
05 Canarias;Viajero;Residentes en el Extranjero;2018M10;4.470
05 Canarias;Viajero;Residentes en el Extranjero;2018M09;2.983
05 Canarias;Viajero;Residentes en el Extranjero;2018M08;2.914
05 Canarias;Viajero;Residentes en el Extranjero;2018M07;2.652
05 Canarias;Viajero;Residentes en el Extranjero;2018M06;2.017
05 Canarias;Viajero;Residentes en el Extranjero;2018M05;2.446
05 Canarias;Viajero;Residentes en el Extranjero;2018M04;4.435
05 Canarias;Viajero;Residentes en el Extranjero;2018M03;6.666
05 Canarias;Viajero;Residentes en el Extranjero;2018M02;6.575
05 Canarias;Viajero;Residentes en el Extranjero;2018M01;6.493
05 Canarias;Viajero;Residentes en el Extranjero;2017M12;6.102
05 Canarias;Viajero;Residentes en el Extranjero;2017M11;6.197
05 Canarias;Viajero;Residentes en el Extranjero;2017M10;4.946
05 Canarias;Viajero;Residentes en el Extranjero;2017M09;3.161
05 Canarias;Viajero;Residentes en el Extranjero;2017M08;2.997
05 Canarias;Viajero;Residentes en el Extranjero;2017M07;2.622
05 Canarias;Viajero;Residentes en el Extranjero;2017M06;1.973
05 Canarias;Viajero;Residentes en el Extranjero;2017M05;2.988
05 Canarias;Viajero;Residentes en el Extranjero;2017M04;4.910
05 Canarias;Viajero;Residentes en el Extranjero;2017M03;6.906
05 Canarias;Viajero;Residentes en el Extranjero;2017M02;6.775
05 Canarias;Viajero;Residentes en el Extranjero;2017M01;6.778
05 Canarias;Pernoctaciones;Total;2023M11;37.977
05 Canarias;Pernoctaciones;Total;2023M10;29.558
05 Canarias;Pernoctaciones;Total;2023M09;28.931
05 Canarias;Pernoctaciones;Total;2023M08;33.995
05 Canarias;Pernoctaciones;Total;2023M07;27.298
05 Canarias;Pernoctaciones;Total;2023M06;17.688
05 Canarias;Pernoctaciones;Total;2023M05;23.542
05 Canarias;Pernoctaciones;Total;2023M04;31.572
05 Canarias;Pernoctaciones;Total;2023M03;39.392
05 Canarias;Pernoctaciones;Total;2023M02;39.975
05 Canarias;Pernoctaciones;Total;2023M01;41.203
05 Canarias;Pernoctaciones;Total;2022M12;40.557
05 Canarias;Pernoctaciones;Total;2022M11;35.813
05 Canarias;Pernoctaciones;Total;2022M10;31.777
05 Canarias;Pernoctaciones;Total;2022M09;29.517
05 Canarias;Pernoctaciones;Total;2022M08;38.250
05 Canarias;Pernoctaciones;Total;2022M07;32.079
05 Canarias;Pernoctaciones;Total;2022M06;23.225
05 Canarias;Pernoctaciones;Total;2022M05;24.417
05 Canarias;Pernoctaciones;Total;2022M04;33.751
05 Canarias;Pernoctaciones;Total;2022M03;37.135
05 Canarias;Pernoctaciones;Total;2022M02;34.480
05 Canarias;Pernoctaciones;Total;2022M01;33.060
05 Canarias;Pernoctaciones;Total;2021M12;32.681
05 Canarias;Pernoctaciones;Total;2021M11;33.829
05 Canarias;Pernoctaciones;Total;2021M10;28.198
05 Canarias;Pernoctaciones;Total;2021M09;23.528
05 Canarias;Pernoctaciones;Total;2021M08;35.927
05 Canarias;Pernoctaciones;Total;2021M07;27.044
05 Canarias;Pernoctaciones;Total;2021M06;17.235
05 Canarias;Pernoctaciones;Total;2021M05;15.044
05 Canarias;Pernoctaciones;Total;2021M04;13.791
05 Canarias;Pernoctaciones;Total;2021M03;15.775
05 Canarias;Pernoctaciones;Total;2021M02;13.948
05 Canarias;Pernoctaciones;Total;2021M01;12.096
05 Canarias;Pernoctaciones;Total;2020M12;17.001
05 Canarias;Pernoctaciones;Total;2020M11;11.438
05 Canarias;Pernoctaciones;Total;2020M10;11.878
05 Canarias;Pernoctaciones;Total;2020M09;16.497
05 Canarias;Pernoctaciones;Total;2020M08;27.807
05 Canarias;Pernoctaciones;Total;2020M07;19.285
05 Canarias;Pernoctaciones;Total;2020M06;5.555
05 Canarias;Pernoctaciones;Total;2020M05;2.451
05 Canarias;Pernoctaciones;Total;2020M04;.
05 Canarias;Pernoctaciones;Total;2020M03;19.137
05 Canarias;Pernoctaciones;Total;2020M02;41.197
05 Canarias;Pernoctaciones;Total;2020M01;38.832
05 Canarias;Pernoctaciones;Total;2019M12;37.158
05 Canarias;Pernoctaciones;Total;2019M11;33.877
05 Canarias;Pernoctaciones;Total;2019M10;28.551
05 Canarias;Pernoctaciones;Total;2019M09;24.670
05 Canarias;Pernoctaciones;Total;2019M08;31.503
05 Canarias;Pernoctaciones;Total;2019M07;26.046
05 Canarias;Pernoctaciones;Total;2019M06;17.622
05 Canarias;Pernoctaciones;Total;2019M05;20.151
05 Canarias;Pernoctaciones;Total;2019M04;33.324
05 Canarias;Pernoctaciones;Total;2019M03;41.737
05 Canarias;Pernoctaciones;Total;2019M02;39.886
05 Canarias;Pernoctaciones;Total;2019M01;39.589
05 Canarias;Pernoctaciones;Total;2018M12;39.281
05 Canarias;Pernoctaciones;Total;2018M11;37.739
05 Canarias;Pernoctaciones;Total;2018M10;33.656
05 Canarias;Pernoctaciones;Total;2018M09;27.367
05 Canarias;Pernoctaciones;Total;2018M08;35.629
05 Canarias;Pernoctaciones;Total;2018M07;28.378
05 Canarias;Pernoctaciones;Total;2018M06;19.205
05 Canarias;Pernoctaciones;Total;2018M05;20.424
05 Canarias;Pernoctaciones;Total;2018M04;31.018
05 Canarias;Pernoctaciones;Total;2018M03;45.751
05 Canarias;Pernoctaciones;Total;2018M02;41.294
05 Canarias;Pernoctaciones;Total;2018M01;44.041
05 Canarias;Pernoctaciones;Total;2017M12;41.268
05 Canarias;Pernoctaciones;Total;2017M11;40.509
05 Canarias;Pernoctaciones;Total;2017M10;37.182
05 Canarias;Pernoctaciones;Total;2017M09;30.531
05 Canarias;Pernoctaciones;Total;2017M08;37.905
05 Canarias;Pernoctaciones;Total;2017M07;28.946
05 Canarias;Pernoctaciones;Total;2017M06;16.937
05 Canarias;Pernoctaciones;Total;2017M05;21.465
05 Canarias;Pernoctaciones;Total;2017M04;35.961
05 Canarias;Pernoctaciones;Total;2017M03;44.183
05 Canarias;Pernoctaciones;Total;2017M02;42.706
05 Canarias;Pernoctaciones;Total;2017M01;42.993
05 Canarias;Pernoctaciones;Residentes en España;2023M11;8.474
05 Canarias;Pernoctaciones;Residentes en España;2023M10;11.321
05 Canarias;Pernoctaciones;Residentes en España;2023M09;15.488
05 Canarias;Pernoctaciones;Residentes en España;2023M08;21.324
05 Canarias;Pernoctaciones;Residentes en España;2023M07;14.010
05 Canarias;Pernoctaciones;Residentes en España;2023M06;8.533
05 Canarias;Pernoctaciones;Residentes en España;2023M05;10.612
05 Canarias;Pernoctaciones;Residentes en España;2023M04;12.417
05 Canarias;Pernoctaciones;Residentes en España;2023M03;9.243
05 Canarias;Pernoctaciones;Residentes en España;2023M02;8.701
05 Canarias;Pernoctaciones;Residentes en España;2023M01;9.803
05 Canarias;Pernoctaciones;Residentes en España;2022M12;12.047
05 Canarias;Pernoctaciones;Residentes en España;2022M11;9.814
05 Canarias;Pernoctaciones;Residentes en España;2022M10;13.505
05 Canarias;Pernoctaciones;Residentes en España;2022M09;15.894
05 Canarias;Pernoctaciones;Residentes en España;2022M08;23.487
05 Canarias;Pernoctaciones;Residentes en España;2022M07;19.498
05 Canarias;Pernoctaciones;Residentes en España;2022M06;13.299
05 Canarias;Pernoctaciones;Residentes en España;2022M05;12.432
05 Canarias;Pernoctaciones;Residentes en España;2022M04;14.567
05 Canarias;Pernoctaciones;Residentes en España;2022M03;9.603
05 Canarias;Pernoctaciones;Residentes en España;2022M02;10.046
05 Canarias;Pernoctaciones;Residentes en España;2022M01;9.616
05 Canarias;Pernoctaciones;Residentes en España;2021M12;11.447
05 Canarias;Pernoctaciones;Residentes en España;2021M11;10.114
05 Canarias;Pernoctaciones;Residentes en España;2021M10;11.948
05 Canarias;Pernoctaciones;Residentes en España;2021M09;13.678
05 Canarias;Pernoctaciones;Residentes en España;2021M08;24.622
05 Canarias;Pernoctaciones;Residentes en España;2021M07;17.616
05 Canarias;Pernoctaciones;Residentes en España;2021M06;9.332
05 Canarias;Pernoctaciones;Residentes en España;2021M05;7.685
05 Canarias;Pernoctaciones;Residentes en España;2021M04;7.348
05 Canarias;Pernoctaciones;Residentes en España;2021M03;8.477
05 Canarias;Pernoctaciones;Residentes en España;2021M02;5.671
05 Canarias;Pernoctaciones;Residentes en España;2021M01;5.145
05 Canarias;Pernoctaciones;Residentes en España;2020M12;8.617
05 Canarias;Pernoctaciones;Residentes en España;2020M11;.
05 Canarias;Pernoctaciones;Residentes en España;2020M10;8.662
05 Canarias;Pernoctaciones;Residentes en España;2020M09;12.419
05 Canarias;Pernoctaciones;Residentes en España;2020M08;21.456
05 Canarias;Pernoctaciones;Residentes en España;2020M07;14.553
05 Canarias;Pernoctaciones;Residentes en España;2020M06;3.811
05 Canarias;Pernoctaciones;Residentes en España;2020M05;.
05 Canarias;Pernoctaciones;Residentes en España;2020M04;.
05 Canarias;Pernoctaciones;Residentes en España;2020M03;1.684
05 Canarias;Pernoctaciones;Residentes en España;2020M02;6.561
05 Canarias;Pernoctaciones;Residentes en España;2020M01;5.486
05 Canarias;Pernoctaciones;Residentes en España;2019M12;7.047
05 Canarias;Pernoctaciones;Residentes en España;2019M11;5.487
05 Canarias;Pernoctaciones;Residentes en España;2019M10;6.242
05 Canarias;Pernoctaciones;Residentes en España;2019M09;8.527
05 Canarias;Pernoctaciones;Residentes en España;2019M08;15.571
05 Canarias;Pernoctaciones;Residentes en España;2019M07;10.506
05 Canarias;Pernoctaciones;Residentes en España;2019M06;5.830
05 Canarias;Pernoctaciones;Residentes en España;2019M05;6.037
05 Canarias;Pernoctaciones;Residentes en España;2019M04;7.314
05 Canarias;Pernoctaciones;Residentes en España;2019M03;5.216
05 Canarias;Pernoctaciones;Residentes en España;2019M02;4.184
05 Canarias;Pernoctaciones;Residentes en España;2019M01;5.862
05 Canarias;Pernoctaciones;Residentes en España;2018M12;7.263
05 Canarias;Pernoctaciones;Residentes en España;2018M11;6.103
05 Canarias;Pernoctaciones;Residentes en España;2018M10;7.666
05 Canarias;Pernoctaciones;Residentes en España;2018M09;8.903
05 Canarias;Pernoctaciones;Residentes en España;2018M08;16.102
05 Canarias;Pernoctaciones;Residentes en España;2018M07;10.918
05 Canarias;Pernoctaciones;Residentes en España;2018M06;7.275
05 Canarias;Pernoctaciones;Residentes en España;2018M05;5.636
05 Canarias;Pernoctaciones;Residentes en España;2018M04;4.945
05 Canarias;Pernoctaciones;Residentes en España;2018M03;6.835
05 Canarias;Pernoctaciones;Residentes en España;2018M02;4.482
05 Canarias;Pernoctaciones;Residentes en España;2018M01;5.153
05 Canarias;Pernoctaciones;Residentes en España;2017M12;8.071
05 Canarias;Pernoctaciones;Residentes en España;2017M11;6.505
05 Canarias;Pernoctaciones;Residentes en España;2017M10;8.733
05 Canarias;Pernoctaciones;Residentes en España;2017M09;11.704
05 Canarias;Pernoctaciones;Residentes en España;2017M08;19.197
05 Canarias;Pernoctaciones;Residentes en España;2017M07;13.157
05 Canarias;Pernoctaciones;Residentes en España;2017M06;5.970
05 Canarias;Pernoctaciones;Residentes en España;2017M05;5.887
05 Canarias;Pernoctaciones;Residentes en España;2017M04;7.391
05 Canarias;Pernoctaciones;Residentes en España;2017M03;5.229
05 Canarias;Pernoctaciones;Residentes en España;2017M02;5.349
05 Canarias;Pernoctaciones;Residentes en España;2017M01;6.150
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2023M11;29.503
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2023M10;18.236
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2023M09;13.443
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2023M08;12.671
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2023M07;13.288
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2023M06;9.155
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2023M05;12.929
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2023M04;19.156
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2023M03;30.149
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2023M02;31.274
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2023M01;31.399
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2022M12;28.510
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2022M11;25.999
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2022M10;18.271
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2022M09;13.623
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2022M08;14.763
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2022M07;12.581
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2022M06;9.925
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2022M05;11.986
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2022M04;19.184
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2022M03;27.532
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2022M02;24.434
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2022M01;23.444
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2021M12;21.234
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2021M11;23.714
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2021M10;16.250
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2021M09;9.850
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2021M08;11.306
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2021M07;9.428
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2021M06;7.904
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2021M05;7.359
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2021M04;6.444
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2021M03;7.299
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2021M02;8.277
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2021M01;6.951
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2020M12;8.384
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2020M11;.
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2020M10;3.217
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2020M09;4.079
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2020M08;6.351
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2020M07;4.733
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2020M06;1.744
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2020M05;.
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2020M04;.
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2020M03;17.453
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2020M02;34.636
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2020M01;33.346
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2019M12;30.111
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2019M11;28.389
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2019M10;22.309
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2019M09;16.143
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2019M08;15.932
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2019M07;15.539
05 Canarias;Pernoctaciones;Residentes en el Extranjero;2019M06;11.792
